CELL_LINE_NAME,DRUG_NAME,AUC
UACC-893,Staurosporine,0.472051
SU-DHL-5,Trametinib,0.981295
HLE,Navitoclax,0.7733720000000001
CW-2,Linsitinib,0.948543
COLO-829,Nilotinib,0.94991
KYSE-520,MK-1775,0.7552949999999999
ES8,Osimertinib,0.9394100000000001
ESS-1,Vinblastine,0.573968
CAL-33,Dasatinib,0.7794260000000001
PWR-1E,Lapatinib,0.977316
NOS-1,Trametinib,0.9174049999999999
D-392MG,Staurosporine,0.237997
NCI-H1793,Tamoxifen,0.92004
ECC10,Ruxolitinib,0.9893799999999999
MDA-MB-436,Afatinib,0.9636530000000001
CAL-85-1,Daporinad,0.642303
SK-GT-2,Linsitinib,0.985426
NCI-H1688,Palbociclib,0.9844360000000001
NCI-H520,Leflunomide,0.917818
RPMI-7951,Crizotinib,0.9722040000000001
8505C,Tamoxifen,0.902633
KYM-1,Sorafenib,0.873627
YT,Vorinostat,0.7512300000000001
HH,MK-1775,0.9068290000000001
IM-9,Vinblastine,0.287918
Hey,Leflunomide,0.789884
NCI-H1623,Staurosporine,0.469996
C-4-I,Vinblastine,0.709914
SCC-4,Nilotinib,0.990732
BHT-101,Osimertinib,0.973117
A2780,Osimertinib,0.8878209999999999
NCI-H1793,Ulixertinib,0.9225245000000001
NCI-H841,Sorafenib,0.8685149999999999
BE2-M17,MK-1775,0.641009
COLO-829,Osimertinib,0.934485
TOV-21G,Nilotinib,0.981157
HOS,Gefitinib,0.988358
HOP-62,Tamoxifen,0.944997
LU-135,Vinblastine,0.8659040000000001
DiFi,Navitoclax,0.549452
HCC-827,Nilotinib,0.978701
MKN1,Daporinad,0.727863
SK-MG-1,Tamoxifen,0.9483229999999999
RCM-1,Sorafenib,0.9299299999999999
NCI-H1568,Ruxolitinib,0.9278379999999999
NCI-H1876,Vinblastine,0.586094
ARH-77,MK-1775,0.459755
JHU-022,Tamoxifen,0.908244
PL18,Ulixertinib,0.8594615
NCI-H28,Sorafenib,0.922143
Raji,Leflunomide,0.794402
KMRC-20,Erlotinib,0.9365129999999999
NCI-H661,Linsitinib,0.9653790000000001
K5,Linsitinib,0.9748690000000001
REH,Osimertinib,0.9753069999999999
BPH-1,Erlotinib,0.80314
DiFi,MK-1775,0.685751
SCC-3,MK-1775,0.550864
CHL-1,Nilotinib,0.991376
AsPC-1,Ulixertinib,0.8977904999999999
LB831-BLC,Leflunomide,0.9282879999999999
CAS-1,Trametinib,0.775673
UM-UC-3,Osimertinib,0.982035
SF268,Gefitinib,0.967334
PEO1,Dasatinib,0.8966370000000001
HTC-C3,Trametinib,0.6055050000000001
DoTc2-4510,Staurosporine,0.46364399999999995
KS-1,Vinblastine,0.8348399999999999
TOV-21G,Lapatinib,0.9517979999999999
WM-115,Leflunomide,0.97608
HCC1419,Linsitinib,0.975651
KMRC-1,Erlotinib,0.97772
RC-K8,Gefitinib,0.9804719999999999
OS-RC-2,Sorafenib,0.951166
ACHN,Crizotinib,0.973182
NAMALWA,Linsitinib,0.93932
VA-ES-BJ,Ruxolitinib,0.958578
B-CPAP,Staurosporine,0.116624
EW-16,Dabrafenib,0.978701
SNU-5,Osimertinib,0.9779620000000001
Detroit562,Vorinostat,0.813296
OVTOKO,Dasatinib,0.548525
NCI-H1792,Ulixertinib,0.8575395
BE2-M17,Ruxolitinib,0.965564
KYM-1,Ulixertinib,0.9582280000000001
KINGS-1,Daporinad,0.626679
M14,Afatinib,0.8819239999999999
LN-405,Vinblastine,0.980987
8505C,Gefitinib,0.978457
697,Dasatinib,0.8745149999999999
BC-1,Leflunomide,0.780729
SKN-3,Lapatinib,0.92486
A375,Tamoxifen,0.935292
LN-229,Nilotinib,0.987994
RF-48,Vorinostat,0.7963319999999999
CAS-1,Vorinostat,0.791539
FTC-133,Vinblastine,0.761049
MN-60,Dabrafenib,0.9188440000000001
NY,Gefitinib,0.9834069999999999
H-EMC-SS,Lapatinib,0.9285100000000001
A704,Tamoxifen,0.95257
AGS,Trametinib,0.27571100000000004
MPP-89,Navitoclax,0.743632
KYSE-520,Navitoclax,0.819113
SLVL,Palbociclib,0.987648
HOS,Afatinib,0.901492
EW-7,Daporinad,0.484041
NCI-H1838,Afatinib,0.811573
Becker,Daporinad,0.83131
HD-MY-Z,Nilotinib,0.969933
NOMO-1,Vorinostat,0.813856
K-562,Ulixertinib,0.943685
SK-MM-2,Ulixertinib,0.954833
A204,Palbociclib,0.924027
ESO26,Afatinib,0.83062
Daudi,Sorafenib,0.8632120000000001
IST-SL2,Vorinostat,0.7435149999999999
SW837,Navitoclax,0.739202
CAL-62,Staurosporine,0.194972
HL-60,Leflunomide,0.9196840000000001
OVCAR-8,Nilotinib,0.9154110000000001
NUGC-3,Navitoclax,0.9299440000000001
NCI-H1648,Trametinib,0.6963159999999999
NCI-H1915,Palbociclib,0.925375
MG-63,Palbociclib,0.9387790000000001
NCI-H1573,Gefitinib,0.9611719999999999
HL-60,Erlotinib,0.98879
SK-MM-2,Vorinostat,0.719179
MDA-MB-231,Dasatinib,0.8517629999999999
NB1,Osimertinib,0.904314
KELLY,Tamoxifen,0.958259
Caov-4,Trametinib,0.521289
DAN-G,Palbociclib,0.96399
Hep3B2-1-7,Leflunomide,0.8819309999999999
KYSE-50,Lapatinib,0.8456030000000001
SNU-61,Staurosporine,0.508259
SHP-77,Ulixertinib,0.94173
HCC2157,Nilotinib,0.9024459999999999
ONS-76,Ulixertinib,0.825061
DMS-79,Afatinib,0.984669
LoVo,Afatinib,0.792082
KARPAS-620,Linsitinib,0.696734
GDM-1,Osimertinib,0.845561
UACC-257,MK-1775,0.915941
HPAC,Tamoxifen,0.879467
RT4,Tamoxifen,0.948996
KM12,Tamoxifen,0.898835
SW48,Ulixertinib,0.7711465000000001
BPH-1,Vorinostat,0.800405
MDA-MB-436,Vinblastine,0.895431
SNU-398,Vorinostat,0.852683
JHH-7,Ruxolitinib,0.9093200000000001
OVKATE,Gefitinib,0.939326
Calu-3,Linsitinib,0.943739
LP-1,Crizotinib,0.9878969999999999
CAL-85-1,MK-1775,0.795764
ES7,Crizotinib,0.991917
EC-GI-10,Sorafenib,0.8816620000000001
WM278,Dasatinib,0.962102
HuO-3N1,Ulixertinib,0.9762879999999999
A101D,Afatinib,0.837672
RD,Sorafenib,0.903803
OCI-AML3,Sorafenib,0.7845300000000001
PF-382,Tamoxifen,0.886201
NCI-H1703,Dabrafenib,0.9481649999999999
DU-145,Staurosporine,0.625754
NCI-H2228,Ruxolitinib,0.8538379999999999
MDA-MB-175-VII,Navitoclax,0.8343200000000001
NB(TU)1-10,Vorinostat,0.7346699999999999
EC-GI-10,Crizotinib,0.976851
ML-2,Afatinib,0.848126
SW1417,Daporinad,0.862353
JVM-3,Ruxolitinib,0.943967
OVISE,Linsitinib,0.9430959999999999
SISO,Sorafenib,0.903941
TUR,Dabrafenib,0.990713
PANC-02-03,Navitoclax,0.8928940000000001
U-118-MG,Linsitinib,0.9705940000000001
TGBC11TKB,Vinblastine,0.62779
NCI-H520,Navitoclax,0.894433
T98G,Nilotinib,0.986575
SUIT-2,Palbociclib,0.947725
UACC-62,Gefitinib,0.984943
NCI-H69,Navitoclax,0.500095
HH,Vorinostat,0.786996
KARPAS-45,Dasatinib,0.849641
Hs-766T,Dabrafenib,0.942076
HuP-T3,Nilotinib,0.9773069999999999
CAPAN-1,Linsitinib,0.96715
FU97,Sorafenib,0.8366950000000001
HCC2998,MK-1775,0.627225
RERF-LC-Sq1,Ulixertinib,0.8499085
P31-FUJ,Dabrafenib,0.937586
MDA-MB-231,Nilotinib,0.8975110000000001
KARPAS-422,Tamoxifen,0.92555
NCI-H747,Dabrafenib,0.97608
NCI-H1563,Sorafenib,0.8707010000000001
BL-41,Erlotinib,0.997468
NH-12,Osimertinib,0.933945
NCI-H2591,MK-1775,0.9088459999999999
WM793B,Dasatinib,0.910917
SiHa,Sorafenib,0.8863059999999999
D-392MG,Afatinib,0.933673
WM1552C,Gefitinib,0.9877290000000001
TK,Leflunomide,0.883106
IGR-1,Nilotinib,0.9901989999999999
LC-1-sq,Dabrafenib,0.9831219999999999
NCI-H596,Ulixertinib,0.979145
MDA-MB-436,Nilotinib,0.9415620000000001
BT-474,Vorinostat,0.781688
SKG-IIIa,MK-1775,0.7433029999999999
PFSK-1,Sorafenib,0.860191
SU-DHL-10,MK-1775,0.5569430000000001
PC-14,Vorinostat,0.782165
CADO-ES1,Leflunomide,0.862712
AMO-1,Staurosporine,0.069613
MHH-ES-1,Daporinad,0.36528299999999997
IST-MES1,Ulixertinib,0.8262484999999999
CHP-134,Ruxolitinib,0.98356
KCL-22,Linsitinib,0.9540360000000001
GI-ME-N,Tamoxifen,0.933995
MOLT-16,Navitoclax,0.460337
RO82-W-1,Navitoclax,0.8851030000000001
HOP-62,Crizotinib,0.981433
U-2-OS,Lapatinib,0.966616
NB10,Tamoxifen,0.9487530000000001
MHH-ES-1,Sorafenib,0.911414
HuO-3N1,Tamoxifen,0.9412360000000001
CADO-ES1,Dabrafenib,0.986555
SUP-M2,MK-1775,0.459776
KYSE-180,Afatinib,0.817943
NCI-H1781,Leflunomide,0.876393
JIMT-1,Dabrafenib,0.989965
VMRC-RCZ,Vinblastine,0.9501959999999999
MDA-MB-436,Linsitinib,0.9593430000000001
NCI-H2731,Crizotinib,0.946478
HT-29,Dabrafenib,0.651188
SJRH30,Linsitinib,0.8430219999999999
SW1116,Navitoclax,0.6924939999999999
IM-95,Navitoclax,0.926002
A172,MK-1775,0.74975
EC-GI-10,Linsitinib,0.968111
SK-ES-1,Erlotinib,0.9484739999999999
SUP-B15,Leflunomide,0.9438270000000001
GA-10,Vorinostat,0.6509010000000001
NCI-H596,Osimertinib,0.979008
AGS,Palbociclib,0.8812110000000001
JHH-6,Dasatinib,0.8801690000000001
OE33,Dasatinib,0.9259709999999999
NCI-H716,Sorafenib,0.7116439999999999
KARPAS-422,Ulixertinib,0.9492925
DMS-114,Navitoclax,0.895857
IGROV-1,Palbociclib,0.803815
LOU-NH91,Leflunomide,0.897072
TE-1,Dasatinib,0.731346
SNU-182,Vorinostat,0.83821
BT-549,Leflunomide,0.903702
SUP-B15,Ulixertinib,0.9575935
CAL-120,Vinblastine,0.8253879999999999
SK-N-SH,Palbociclib,0.947277
MHH-PREB-1,Osimertinib,0.9829389999999999
BFTC-905,Erlotinib,0.986175
UM-UC-3,Daporinad,0.628097
RKO,Ulixertinib,0.8198049999999999
NCI-H1650,Erlotinib,0.827623
SCC-15,Vinblastine,0.8444200000000001
SK-CO-1,Palbociclib,0.8661719999999999
PSN1,Dasatinib,0.82963
NCI-H226,Vorinostat,0.901566
OV-90,Staurosporine,0.454617
UACC-257,Vorinostat,0.7901090000000001
KATOIII,Daporinad,0.663842
MCF7,Staurosporine,0.551841
MFE-319,Osimertinib,0.9525319999999999
NCI-H847,Navitoclax,0.323623
BICR22,Crizotinib,0.993556
CTV-1,Linsitinib,0.966245
T98G,Gefitinib,0.9825459999999999
NCI-H1915,Afatinib,0.8501690000000001
C3A,Navitoclax,0.904284
NCI-H1155,Vorinostat,0.811603
NCI-H1694,Linsitinib,0.962571
PANC-04-03,Osimertinib,0.9109290000000001
SNU-182,Navitoclax,0.8320059999999999
LB831-BLC,Palbociclib,0.970327
OV-90,Ulixertinib,0.8303944999999999
L-363,Ulixertinib,0.8823774999999999
P30-OHK,Palbociclib,0.896142
NCI-H1703,Palbociclib,0.9247290000000001
SK-MEL-24,MK-1775,0.9024479999999999
GOTO,Navitoclax,0.9385049999999999
SK-MEL-24,Lapatinib,0.8582790000000001
DMS-273,Navitoclax,0.8685729999999999
KP-4,Staurosporine,0.40396
NCI-H2066,Ulixertinib,0.9637979999999999
SW48,Dabrafenib,0.9806389999999999
42-MG-BA,Leflunomide,0.9387850000000001
HCC-44,Osimertinib,0.972894
NCI-H1623,Tamoxifen,0.93329
OCI-AML2,Tamoxifen,0.96605
NCI-H2373,Staurosporine,0.54047
C-33-A,Leflunomide,0.8717520000000001
WSU-NHL,Osimertinib,0.900658
HuP-T4,MK-1775,0.842199
SIMA,Erlotinib,0.984439
BFTC-909,Dasatinib,0.861195
PEO1,Dabrafenib,0.9643700000000001
MOLP-8,MK-1775,0.581209
MOLT-13,Vinblastine,0.594869
KP-4,Vorinostat,0.884553
AGS,Staurosporine,0.138034
KATOIII,Tamoxifen,0.884338
CHL-1,Dasatinib,0.9605969999999999
NCI-H1048,Leflunomide,0.843802
MFM-223,MK-1775,0.722345
HPAC,Afatinib,0.851851
8505C,Dasatinib,0.862059
KCL-22,Ulixertinib,0.925652
G-401,Vorinostat,0.737466
BC-1,Trametinib,0.958174
UACC-257,Palbociclib,0.9330430000000001
COR-L23,Osimertinib,0.950153
KG-1,Erlotinib,0.9743700000000001
FLO-1,Navitoclax,0.7623989999999999
HCC1143,Ribociclib,0.949708
SK-N-AS,Gefitinib,0.980678
U-118-MG,Lapatinib,0.894012
CL-34,Dabrafenib,0.424515
CA46,Lapatinib,0.796682
LU-165,Trametinib,0.985692
JHH-6,Lapatinib,0.9337120000000001
IST-MEL1,Staurosporine,0.40222800000000003
RMG-I,Dasatinib,0.7476619999999999
BT-20,Dabrafenib,0.989284
HAL-01,Leflunomide,0.875186
SK-MG-1,Ruxolitinib,0.9765459999999999
P12-ICHIKAWA,Ulixertinib,0.8873615
SU-DHL-8,Staurosporine,0.78054
DG-75,Nilotinib,0.9742149999999999
KALS-1,Vinblastine,0.816384
SNU-423,Navitoclax,0.743534
NCI-H1869,Ulixertinib,0.904192
SNU-175,Vinblastine,0.45832799999999996
COLO-684,Ruxolitinib,0.9688030000000001
NUGC-3,MK-1775,0.637184
KP-4,Palbociclib,0.868467
NCI-H727,Palbociclib,0.9073
NKM-1,Erlotinib,0.9737459999999999
NCI-H1869,MK-1775,0.787932
OE21,Gefitinib,0.8334379999999999
HMV-II,Lapatinib,0.840277
LOU-NH91,Palbociclib,0.9696540000000001
PANC-02-03,Linsitinib,0.902386
SJRH30,Osimertinib,0.960169
Calu-6,Lapatinib,0.9124260000000001
BALL-1,Vorinostat,0.667751
HT55,Palbociclib,0.826166
NCI-H2369,Nilotinib,0.990014
EN,Erlotinib,0.976712
COLO-679,Lapatinib,0.984197
ES6,Erlotinib,0.96298
DU-145,Afatinib,0.9431799999999999
KYSE-150,Palbociclib,0.8748229999999999
WSU-NHL,Erlotinib,0.989251
JJN-3,Crizotinib,0.9950540000000001
NCI-H835,Trametinib,0.9932350000000001
RPMI-8226,MK-1775,0.714853
SJRH30,Trametinib,0.9289850000000001
EW-24,Sorafenib,0.8916209999999999
K5,Tamoxifen,0.970303
NCI-H1755,Afatinib,0.822592
RKO,Ruxolitinib,0.9779770000000001
LU-65,Vinblastine,0.602075
MHH-ES-1,Staurosporine,0.587819
IST-SL2,Erlotinib,0.9488260000000001
IST-MEL1,Trametinib,0.772307
SU-DHL-8,Palbociclib,0.996691
SNU-423,Staurosporine,0.251773
JVM-3,Ulixertinib,0.8281555
NCI-H2087,Tamoxifen,0.9549639999999999
NCI-H1963,Crizotinib,0.971671
LNCaP-Clone-FGC,Leflunomide,0.8596959999999999
KOPN-8,Vinblastine,0.46738599999999997
SNU-182,Ruxolitinib,0.973992
M059J,Ruxolitinib,0.961817
MDA-MB-231,Daporinad,0.655339
NCI-H1703,MK-1775,0.472829
UACC-62,Trametinib,0.25753899999999996
SK-N-SH,Dasatinib,0.942616
HuP-T4,Nilotinib,0.9729639999999999
SNU-182,Crizotinib,0.9854149999999999
EW-13,Afatinib,0.9359129999999999
SK-LMS-1,Dabrafenib,0.967967
NCI-H2342,Sorafenib,0.761415
SW13,Staurosporine,0.27616999999999997
PL18,Staurosporine,0.30282600000000004
MDST8,Gefitinib,0.982865
NEC8,Nilotinib,0.997402
EM-2,Palbociclib,0.94705
SUP-T1,Lapatinib,0.8653190000000001
ES4,Tamoxifen,0.924744
NCI-H522,Linsitinib,0.9641360000000001
Ca9-22,Staurosporine,0.248214
IMR-5,MK-1775,0.6010939999999999
HCC2218,Linsitinib,0.9694729999999999
EW-11,Vinblastine,0.615729
SNU-C2B,Lapatinib,0.8683290000000001
NCI-H1781,Navitoclax,0.860582
TOV-21G,Tamoxifen,0.932076
HCC1419,Sorafenib,0.863979
OVCAR-8,Crizotinib,0.99446
HOS,Staurosporine,0.095105
HCC1419,Nilotinib,0.864717
HO-1-N-1,Leflunomide,0.914602
SJSA-1,Lapatinib,0.9167200000000001
PANC-02-03,Palbociclib,0.914855
23132-87,Ruxolitinib,0.9788709999999999
NKM-1,Daporinad,0.693297
KY821,Dabrafenib,0.958548
RT4,Nilotinib,0.9750639999999999
FTC-133,Staurosporine,0.419886
HSC-3,Lapatinib,0.775678
KM12,Ruxolitinib,0.977332
JSC-1,Vorinostat,0.621336
SK-LU-1,Dabrafenib,0.950175
MS-1,Erlotinib,0.993099
C3A,Dasatinib,0.97301
MDA-MB-157,Afatinib,0.957681
Saos-2,Ruxolitinib,0.9681620000000001
UMC-11,Afatinib,0.9538479999999999
HCC1569,Vorinostat,0.846299
MKN28,Crizotinib,0.972191
COLO-679,Gefitinib,0.974556
SW684,Navitoclax,0.959882
MDST8,Ulixertinib,0.6543
OVCAR-5,Ruxolitinib,0.9514799999999999
PL18,Vorinostat,0.8348959999999999
BT-483,Linsitinib,0.959514
NCI-H835,Staurosporine,0.403047
HSC-39,Osimertinib,0.944493
RERF-GC-1B,Dasatinib,0.353756
RD,Lapatinib,0.9471229999999999
OVCA420,Lapatinib,0.651111
NCI-H82,Crizotinib,0.9783290000000001
NCI-H2023,Daporinad,0.881308
BHT-101,Trametinib,0.340562
8505C,Erlotinib,0.9617180000000001
U251,Vorinostat,0.826778
LS-411N,Sorafenib,0.768664
KG-1,Staurosporine,0.24077800000000002
DoTc2-4510,Dabrafenib,0.9788399999999999
SK-ES-1,Trametinib,0.984217
UACC-812,Vinblastine,0.897373
NCI-H720,Dabrafenib,0.9798530000000001
HARA,Ruxolitinib,0.9489540000000001
COR-L279,MK-1775,0.807389
GB-1,Trametinib,0.932142
KMRC-20,Crizotinib,0.985957
NCI-H2591,Dasatinib,0.956995
NB14,Sorafenib,0.814758
LS-411N,Lapatinib,0.8983260000000001
NCI-H1693,Gefitinib,0.902817
SNU-61,Trametinib,0.733875
WSU-NHL,Ulixertinib,0.959522
OVCAR-5,Afatinib,0.8328780000000001
SK-MM-2,MK-1775,0.946915
LOU-NH91,Dasatinib,0.804658
DAN-G,Vinblastine,0.8951870000000001
CESS,Staurosporine,0.26050100000000004
WSU-NHL,Daporinad,0.306465
SBC-3,Crizotinib,0.9685790000000001
NCI-H2023,Tamoxifen,0.961831
NCI-H441,Dasatinib,0.8993909999999999
PWR-1E,Sorafenib,0.905184
OVKATE,Tamoxifen,0.945817
DMS-273,Erlotinib,0.9608969999999999
OE19,Dasatinib,0.921961
AGS,Leflunomide,0.881447
A549,Linsitinib,0.9220520000000001
SNU-C5,Navitoclax,0.891445
SW1463,Linsitinib,0.926155
GP5d,Lapatinib,0.9497540000000001
HCC2157,Tamoxifen,0.921257
NCI-H2228,Erlotinib,0.949311
U-266,Lapatinib,0.9150469999999999
U-87-MG,Staurosporine,0.565628
PANC-04-03,Navitoclax,0.9641270000000001
LNCaP-Clone-FGC,Staurosporine,0.437222
HCC1428,Osimertinib,0.9729040000000001
NCI-H1568,MK-1775,0.688496
8305C,Lapatinib,0.9063969999999999
HPAC,MK-1775,0.697229
PC-3,Dasatinib,0.9295620000000001
NCI-H209,Afatinib,0.765932
OCUB-M,Palbociclib,0.982701
PC-3,Ulixertinib,0.956147
TK10,Erlotinib,0.862341
NCI-H3118,MK-1775,0.561044
MOLP-8,Vorinostat,0.701732
SK-GT-2,Dabrafenib,0.961433
CAL-120,Navitoclax,0.5861810000000001
HCC1143,Sorafenib,0.9514879999999999
GI-1,Linsitinib,0.982139
WM793B,Ulixertinib,0.8920645
SF268,MK-1775,0.8428629999999999
639-V,Tamoxifen,0.9324180000000001
P12-ICHIKAWA,MK-1775,0.500017
COR-L23,MK-1775,0.545462
SW1271,Osimertinib,0.962209
LOXIMVI,Palbociclib,0.882934
UACC-893,Lapatinib,0.557667
A375,Erlotinib,0.974561
LB771-HNC,Dasatinib,0.982542
DU-145,Osimertinib,0.9646530000000001
RD,Tamoxifen,0.967888
OCUM-1,Tamoxifen,0.960471
FADU,Vinblastine,0.610638
KARPAS-620,Erlotinib,0.9767790000000001
KM12,Trametinib,0.607295
TE-6,Sorafenib,0.841153
CAL-85-1,Dasatinib,0.9345110000000001
SK-MM-2,Linsitinib,0.925234
NCI-H1975,Palbociclib,0.9214129999999999
CAL-148,Afatinib,0.8260290000000001
HD-MY-Z,MK-1775,0.810986
NCI-H1581,Ruxolitinib,0.963109
Caov-4,Daporinad,0.917171
OVK-18,Afatinib,0.983721
SW13,Ruxolitinib,0.980894
RPMI-8402,Palbociclib,0.535274
MDA-MB-157,Dabrafenib,0.9927379999999999
FLO-1,Afatinib,0.830204
RH-1,Ruxolitinib,0.98969
NCI-H2122,Osimertinib,0.9403290000000001
ML-2,Sorafenib,0.861555
PA-TU-8988T,Gefitinib,0.963366
TUR,Navitoclax,0.9953850000000001
