CELL_LINE_NAME,DRUG_NAME,AUC
HEC-1,Nilotinib,0.9854299999999999
DSH1,Vorinostat,0.7619859999999999
CHSA8926,Gefitinib,0.9826860000000001
OCUB-M,Trametinib,0.986555
CAPAN-1,Ruxolitinib,0.973831
SW1116,Lapatinib,0.9015709999999999
NCI-H1299,Afatinib,0.87474
COLO-792,Vinblastine,0.731414
MDA-MB-330,Palbociclib,0.973211
SK-N-SH,Ulixertinib,0.9182309999999999
LS-180,Navitoclax,0.860876
YH-13,Sorafenib,0.9217420000000001
RD,Crizotinib,0.991
NCI-H1793,Dasatinib,0.968585
MN-60,Dasatinib,0.964827
ALL-SIL,Dasatinib,0.07284199999999999
U-698-M,Gefitinib,0.989201
NCI-H1703,Linsitinib,0.965744
PCI-30,Vinblastine,0.833206
SW756,Linsitinib,0.950384
SW948,Staurosporine,0.370906
SU8686,Trametinib,0.721119
647-V,Afatinib,0.876081
CW-2,Trametinib,0.9113530000000001
CHP-212,Dasatinib,0.714477
DMS-273,Leflunomide,0.938688
EMC-BAC-2,Navitoclax,0.8974610000000001
MFE-280,Navitoclax,0.6638689999999999
FU97,Erlotinib,0.966824
NCI-H2342,Trametinib,0.965608
LS-123,Lapatinib,0.8559969999999999
MFE-319,Gefitinib,0.9721690000000001
C-33-A,Erlotinib,0.927982
SW13,Dasatinib,0.773998
NCI-H2170,Vorinostat,0.7469859999999999
L-1236,Dabrafenib,0.9785520000000001
NB1,Ulixertinib,0.8960779999999999
GDM-1,Gefitinib,0.954485
KYSE-410,Vinblastine,0.805
CCRF-CEM,Sorafenib,0.8528180000000001
SN12C,Lapatinib,0.9428110000000001
LN-229,MK-1775,0.825701
GP5d,Dabrafenib,0.993925
NCI-H2818,MK-1775,0.871726
OSC-20,Lapatinib,0.942061
Raji,Ruxolitinib,0.9915120000000001
KMRC-1,Nilotinib,0.986067
TE-8,Sorafenib,0.9294979999999999
OCUB-M,Afatinib,0.600771
TT,Trametinib,0.8788959999999999
CAL-33,Crizotinib,0.992015
SW684,Osimertinib,0.978025
NCI-H1048,Osimertinib,0.956733
KYSE-450,Tamoxifen,0.918904
KU-19-19,Palbociclib,0.912956
PA-TU-8902,Lapatinib,0.9644309999999999
SNU-16,Lapatinib,0.840036
ASH-3,Leflunomide,0.93458
NCI-H1876,Nilotinib,0.9849450000000001
OVCAR-4,Nilotinib,0.976124
NCI-H1915,Vorinostat,0.755841
KARPAS-1106P,Sorafenib,0.912626
KE-37,Gefitinib,0.9883360000000001
COLO-320-HSR,MK-1775,0.5071439999999999
EGI-1,Vinblastine,0.9764299999999999
BL-41,Vorinostat,0.754768
SIMA,Dabrafenib,0.9822790000000001
CHL-1,Ulixertinib,0.8833924999999999
CAL-27,Erlotinib,0.867619
WM793B,Palbociclib,0.923358
M059J,Navitoclax,0.8713120000000001
GOTO,Tamoxifen,0.930426
KYM-1,Nilotinib,0.9935620000000001
COR-L32,Afatinib,0.773092
CTV-1,Trametinib,0.9723620000000001
HT-1080,Ruxolitinib,0.953177
SNU-423,Dabrafenib,0.984274
A704,Sorafenib,0.8383209999999999
SK-MES-1,Vinblastine,0.842412
HT-1080,Palbociclib,0.9852879999999999
FLO-1,Daporinad,0.48675
CAS-1,Afatinib,0.8994209999999999
MOLT-4,Nilotinib,0.9920709999999999
TE-9,Osimertinib,0.935939
MHH-PREB-1,Ulixertinib,0.9463185
MS-1,Sorafenib,0.867819
J82,Ruxolitinib,0.96719
NCI-H2869,Ruxolitinib,0.933823
ES7,Trametinib,0.989165
RERF-GC-1B,Navitoclax,0.8586299999999999
MFE-319,Dabrafenib,0.960907
PA-TU-8988T,Trametinib,0.864842
A3-KAW,Nilotinib,0.961218
RMG-I,Erlotinib,0.786882
NCI-H1048,Staurosporine,0.32826700000000003
NCI-H841,Gefitinib,0.9814209999999999
NCI-H196,Vinblastine,0.978669
NCI-H446,Sorafenib,0.866841
JURL-MK1,Trametinib,0.269516
CAPAN-2,Trametinib,0.696336
WIL2-NS,Erlotinib,0.946276
BPH-1,Dasatinib,0.528708
BHT-101,Sorafenib,0.8780950000000001
SK-UT-1,Crizotinib,0.9848020000000001
OVTOKO,Osimertinib,0.935343
RF-48,Erlotinib,0.9825
SK-GT-2,Tamoxifen,0.9197780000000001
PSN1,Staurosporine,0.368093
KU812,Navitoclax,0.80871
TOV-112D,Dasatinib,0.9803569999999999
HCC-15,Dabrafenib,0.961556
CGTH-W-1,Palbociclib,0.937853
EGI-1,Crizotinib,0.986224
WM-115,Ruxolitinib,0.965347
U251,Trametinib,0.894727
CAL-39,Staurosporine,0.135141
HDLM-2,Dabrafenib,0.8563350000000001
MOLT-4,Daporinad,0.520502
HT-1197,Vinblastine,0.884576
A204,Trametinib,0.900177
CAL-85-1,Crizotinib,0.891932
KYSE-220,Afatinib,0.744239
KOPN-8,Afatinib,0.836469
YAPC,Osimertinib,0.974499
OVCAR-4,Ulixertinib,0.9484834999999999
T47D,Erlotinib,0.959521
NCI-H2731,Dabrafenib,0.964306
NCI-H2087,Crizotinib,0.9816239999999999
RMG-I,Dabrafenib,0.9669989999999999
RD,Staurosporine,0.483329
NCI-H2722,Lapatinib,0.9425319999999999
Mewo,Lapatinib,0.936408
LOU-NH91,MK-1775,0.679197
A2780,Nilotinib,0.8957309999999999
IST-SL2,Nilotinib,0.9794
ES4,Linsitinib,0.9536190000000001
SKG-IIIa,Gefitinib,0.9278379999999999
HCC1500,Nilotinib,0.9109430000000001
SK-N-DZ,Sorafenib,0.822558
SCC-15,Ulixertinib,0.9127315
SK-LMS-1,Nilotinib,0.989016
CA46,Sorafenib,0.8314299999999999
EW-13,Dasatinib,0.987099
CCK-81,Linsitinib,0.906848
MSTO-211H,Tamoxifen,0.859662
NCI-H1092,Nilotinib,0.987085
RF-48,Osimertinib,0.9776090000000001
AM-38,Sorafenib,0.8532350000000001
CaR-1,Gefitinib,0.9650219999999999
CAL-39,Lapatinib,0.5002979999999999
CAL-54,Lapatinib,0.661248
NCI-H716,Nilotinib,0.979476
KURAMOCHI,Gefitinib,0.9739909999999999
OVCAR-3,Navitoclax,0.8439409999999999
GR-ST,Dasatinib,0.864967
KLE,Osimertinib,0.885259
MS751,Ulixertinib,0.9565174999999999
EFM-19,Vorinostat,0.729601
HCC-827,Trametinib,0.933458
PANC-10-05,Daporinad,0.689816
GDM-1,Leflunomide,0.8268049999999999
MOLT-16,Dabrafenib,0.994801
MHH-PREB-1,Sorafenib,0.8598620000000001
CESS,Dabrafenib,0.9743379999999999
HCC70,Nilotinib,0.9637100000000001
D-263MG,Leflunomide,0.913012
NKM-1,Gefitinib,0.986553
BB49-HNC,Linsitinib,0.764937
SK-PN-DW,Dabrafenib,0.989655
LOU-NH91,Navitoclax,0.720246
NCI-H1651,Nilotinib,0.9879950000000001
EB2,Sorafenib,0.8409120000000001
GMS-10,Linsitinib,0.985809
KYSE-140,Staurosporine,0.391633
MFM-223,Lapatinib,0.8974690000000001
JIMT-1,Staurosporine,0.543446
SU-DHL-8,Nilotinib,0.9912620000000001
DEL,Leflunomide,0.743143
MDA-MB-415,Dasatinib,0.957169
BL-41,Nilotinib,0.9987090000000001
REH,Vinblastine,0.43631899999999996
NCI-H716,Crizotinib,0.782388
PFSK-1,Dabrafenib,0.9872059999999999
JHU-022,Sorafenib,0.9247049999999999
EFM-192A,Staurosporine,0.538419
A2780,Palbociclib,0.6921109999999999
A498,Vinblastine,0.9492200000000001
VM-CUB-1,MK-1775,0.8084
LCLC-103H,Navitoclax,0.9680620000000001
CADO-ES1,Afatinib,0.885066
IGR-1,Tamoxifen,0.866196
PA-TU-8988T,Vorinostat,0.952907
SW626,Linsitinib,0.9358190000000001
SK-CO-1,Vorinostat,0.784045
JJN-3,Vinblastine,0.4499260000000001
MDA-MB-415,Lapatinib,0.883983
J82,Staurosporine,0.47024499999999997
Ca9-22,Tamoxifen,0.936398
EW-16,MK-1775,0.716179
NY,Nilotinib,0.987502
CAL-54,Navitoclax,0.79409
MPP-89,Daporinad,0.7838430000000001
CAL-148,Ribociclib,0.987132
IMR-5,Dasatinib,0.994301
NALM-6,Linsitinib,0.9569629999999999
COR-L23,Dasatinib,0.880268
A2780,Vinblastine,0.460153
D-392MG,MK-1775,0.9504049999999999
KS-1,Afatinib,0.8944799999999999
SNU-398,Ulixertinib,0.8470545
MHH-PREB-1,Linsitinib,0.9406690000000001
KATOIII,Palbociclib,0.8516299999999999
P32-ISH,Tamoxifen,0.9021600000000001
UACC-257,Gefitinib,0.9742370000000001
T47D,Staurosporine,0.451517
PSN1,Trametinib,0.5217729999999999
SUP-B15,Trametinib,0.841521
786-0,Vorinostat,0.8557170000000001
DEL,Linsitinib,0.939366
SW1710,Navitoclax,0.8860899999999999
NCI-H358,Linsitinib,0.8969659999999999
DBTRG-05MG,Afatinib,0.9134629999999999
DAN-G,Crizotinib,0.979345
RKO,Palbociclib,0.928193
SUP-B15,Vorinostat,0.6942689999999999
NCI-H23,Vorinostat,0.8287979999999999
KELLY,Crizotinib,0.9663709999999999
COR-L279,Erlotinib,0.9790540000000001
NCI-H2452,Palbociclib,0.884865
MN-60,Leflunomide,0.764545
NCI-H524,Osimertinib,0.992933
DOK,Vinblastine,0.584106
CAL-120,Osimertinib,0.95915
HTC-C3,Dabrafenib,0.774334
Caov-4,Vorinostat,0.739595
JVM-3,Gefitinib,0.957734
CHP-212,Erlotinib,0.969535
UMC-11,Gefitinib,0.9818620000000001
RL95-2,Dasatinib,0.9551059999999999
EN,Dabrafenib,0.981632
SCC-4,Dasatinib,0.8707030000000001
