CELL_LINE_NAME,DRUG_NAME,False AUC,AUC
TOV-21G,Nilotinib,0.93245,0.981157
HOS,Gefitinib,0.979008,0.988358
HOP-62,Tamoxifen,0.97749,0.944997
LU-135,Vinblastine,0.909849,0.8659040000000001
DiFi,Navitoclax,0.765316,0.549452
HCC-827,Nilotinib,0.763632,0.978701
MKN1,Daporinad,0.9709479999999999,0.727863
SK-MG-1,Tamoxifen,0.786247,0.9483229999999999
RCM-1,Sorafenib,0.970086,0.9299299999999999
NCI-H1568,Ruxolitinib,0.987099,0.9278379999999999
NCI-H1876,Vinblastine,0.844874,0.586094
ARH-77,MK-1775,0.868783,0.459755
JHU-022,Tamoxifen,0.890417,0.908244
PL18,Ulixertinib,0.9198440000000001,0.8594615
NCI-H28,Sorafenib,0.859082,0.922143
Raji,Leflunomide,0.9468260000000001,0.794402
KMRC-20,Erlotinib,0.6791550000000001,0.9365129999999999
NCI-H661,Linsitinib,0.901745,0.9653790000000001
K5,Linsitinib,0.983151,0.9748690000000001
REH,Osimertinib,0.593679,0.9753069999999999
BPH-1,Erlotinib,0.9778709999999999,0.80314
DiFi,MK-1775,0.973403,0.685751
SCC-3,MK-1775,0.9206254999999999,0.550864
CHL-1,Nilotinib,0.986555,0.991376
AsPC-1,Ulixertinib,0.9695729999999999,0.8977904999999999
LB831-BLC,Leflunomide,0.984166,0.9282879999999999
CAS-1,Trametinib,0.967424,0.775673
UM-UC-3,Osimertinib,0.880574,0.982035
SF268,Gefitinib,0.87177,0.967334
PEO1,Dasatinib,0.984726,0.8966370000000001
HTC-C3,Trametinib,0.978159,0.6055050000000001
DoTc2-4510,Staurosporine,0.665492,0.46364399999999995
KS-1,Vinblastine,0.9773540000000001,0.8348399999999999
TOV-21G,Lapatinib,0.510925,0.9517979999999999
WM-115,Leflunomide,0.735477,0.97608
HCC1419,Linsitinib,0.409033,0.975651
KMRC-1,Erlotinib,0.85805,0.97772
RC-K8,Gefitinib,0.971852,0.9804719999999999
OS-RC-2,Sorafenib,0.861604,0.951166
ACHN,Crizotinib,0.886706,0.973182
NAMALWA,Linsitinib,0.7517189999999999,0.93932
VA-ES-BJ,Ruxolitinib,0.990099,0.958578
B-CPAP,Staurosporine,0.980906,0.116624
EW-16,Dabrafenib,0.985808,0.978701
SNU-5,Osimertinib,0.991034,0.9779620000000001
Detroit562,Vorinostat,0.903658,0.813296
OVTOKO,Dasatinib,0.591023,0.548525
NCI-H1792,Ulixertinib,0.9409780000000001,0.8575395
BE2-M17,Ruxolitinib,0.991872,0.965564
KYM-1,Ulixertinib,0.919108,0.9582280000000001
KINGS-1,Daporinad,0.97831,0.626679
M14,Afatinib,0.984665,0.8819239999999999
LN-405,Vinblastine,0.961045,0.980987
8505C,Gefitinib,0.784671,0.978457
697,Dasatinib,0.8729309999999999,0.8745149999999999
BC-1,Leflunomide,0.889976,0.780729
SKN-3,Lapatinib,0.992877,0.92486
A375,Tamoxifen,0.957823,0.935292
LN-229,Nilotinib,0.9271879999999999,0.987994
RF-48,Vorinostat,0.955592,0.7963319999999999
CAS-1,Vorinostat,0.975284,0.791539
FTC-133,Vinblastine,0.773998,0.761049
MN-60,Dabrafenib,0.982958,0.9188440000000001
NY,Gefitinib,0.954081,0.9834069999999999
H-EMC-SS,Lapatinib,0.8804620000000001,0.9285100000000001
A704,Tamoxifen,0.98893,0.95257
AGS,Trametinib,0.964556,0.27571100000000004
MPP-89,Navitoclax,0.7641680000000001,0.743632
KYSE-520,Navitoclax,0.5933390000000001,0.819113
SLVL,Palbociclib,0.978153,0.987648
HOS,Afatinib,0.9353959999999999,0.901492
EW-7,Daporinad,0.7916565,0.484041
NCI-H1838,Afatinib,0.821192,0.811573
Becker,Daporinad,0.546643,0.83131
HD-MY-Z,Nilotinib,0.6933020000000001,0.969933
NOMO-1,Vorinostat,0.905323,0.813856
K-562,Ulixertinib,0.810604,0.943685
SK-MM-2,Ulixertinib,0.878186,0.954833
A204,Palbociclib,0.5281680000000001,0.924027
ESO26,Afatinib,0.953873,0.83062
Daudi,Sorafenib,0.9290870000000001,0.8632120000000001
IST-SL2,Vorinostat,0.952635,0.7435149999999999
SW837,Navitoclax,0.28989699999999996,0.739202
CAL-62,Staurosporine,0.9548620000000001,0.194972
HL-60,Leflunomide,0.922832,0.9196840000000001
OVCAR-8,Nilotinib,0.820368,0.9154110000000001
NUGC-3,Navitoclax,0.9574309999999999,0.9299440000000001
NCI-H1648,Trametinib,0.897059,0.6963159999999999
NCI-H1915,Palbociclib,0.846051,0.925375
MG-63,Palbociclib,0.7643310000000001,0.9387790000000001
NCI-H1573,Gefitinib,0.985559,0.9611719999999999
HL-60,Erlotinib,0.890445,0.98879
SK-MM-2,Vorinostat,0.574634,0.719179
MDA-MB-231,Dasatinib,0.24394899999999997,0.8517629999999999
NB1,Osimertinib,0.610212,0.904314
KELLY,Tamoxifen,0.216522,0.958259
Caov-4,Trametinib,0.978676,0.521289
DAN-G,Palbociclib,0.5206689999999999,0.96399
Hep3B2-1-7,Leflunomide,0.740608,0.8819309999999999
KYSE-50,Lapatinib,0.870809,0.8456030000000001
SNU-61,Staurosporine,0.6355270000000001,0.508259
SHP-77,Ulixertinib,0.981318,0.94173
HCC2157,Nilotinib,0.9533780000000001,0.9024459999999999
ONS-76,Ulixertinib,0.954083,0.825061
DMS-79,Afatinib,0.862821,0.984669
LoVo,Afatinib,0.840925,0.792082
KARPAS-620,Linsitinib,0.9901770000000001,0.696734
GDM-1,Osimertinib,0.84367,0.845561
UACC-257,MK-1775,0.8290350000000001,0.915941
HPAC,Tamoxifen,0.708815,0.879467
RT4,Tamoxifen,0.957506,0.948996
KM12,Tamoxifen,0.9625454999999999,0.898835
SW48,Ulixertinib,0.9339459999999999,0.7711465000000001
BPH-1,Vorinostat,0.652099,0.800405
MDA-MB-436,Vinblastine,0.9751559999999999,0.895431
SNU-398,Vorinostat,0.9062110000000001,0.852683
JHH-7,Ruxolitinib,0.8347389999999999,0.9093200000000001
OVKATE,Gefitinib,0.935574,0.939326
Calu-3,Linsitinib,0.9368270000000001,0.943739
LP-1,Crizotinib,0.985281,0.9878969999999999
CAL-85-1,MK-1775,0.969362,0.795764
ES7,Crizotinib,0.8889959999999999,0.991917
EC-GI-10,Sorafenib,0.34860399999999997,0.8816620000000001
WM278,Dasatinib,0.665856,0.962102
HuO-3N1,Ulixertinib,0.729804,0.9762879999999999
A101D,Afatinib,0.970915,0.837672
RD,Sorafenib,0.988715,0.903803
OCI-AML3,Sorafenib,0.875957,0.7845300000000001
PF-382,Tamoxifen,0.9779200000000001,0.886201
NCI-H1703,Dabrafenib,0.9681540000000001,0.9481649999999999
DU-145,Staurosporine,0.8811829999999999,0.625754
NCI-H2228,Ruxolitinib,0.729009,0.8538379999999999
MDA-MB-175-VII,Navitoclax,0.893812,0.8343200000000001
NB(TU)1-10,Vorinostat,0.86192,0.7346699999999999
EC-GI-10,Crizotinib,0.9724790000000001,0.976851
ML-2,Afatinib,0.986942,0.848126
SW1417,Daporinad,0.901595,0.862353
JVM-3,Ruxolitinib,0.740923,0.943967
OVISE,Linsitinib,0.987925,0.9430959999999999
SISO,Sorafenib,0.932407,0.903941
TUR,Dabrafenib,0.9678479999999999,0.990713
PANC-02-03,Navitoclax,0.685751,0.8928940000000001
U-118-MG,Linsitinib,0.983226,0.9705940000000001
TGBC11TKB,Vinblastine,0.8772770000000001,0.62779
NCI-H520,Navitoclax,0.881657,0.894433
T98G,Nilotinib,0.9740700000000001,0.986575
SUIT-2,Palbociclib,0.8673559999999999,0.947725
UACC-62,Gefitinib,0.805029,0.984943
NCI-H69,Navitoclax,0.8772280000000001,0.500095
HH,Vorinostat,0.9528639999999999,0.786996
KARPAS-45,Dasatinib,0.806922,0.849641
Hs-766T,Dabrafenib,0.933156,0.942076
HuP-T3,Nilotinib,0.967041,0.9773069999999999
CAPAN-1,Linsitinib,0.964167,0.96715
FU97,Sorafenib,0.961633,0.8366950000000001
HCC2998,MK-1775,0.992761,0.627225
RERF-LC-Sq1,Ulixertinib,0.512433,0.8499085
P31-FUJ,Dabrafenib,0.8871120000000001,0.937586
MDA-MB-231,Nilotinib,0.986607,0.8975110000000001
KARPAS-422,Tamoxifen,0.868741,0.92555
NCI-H747,Dabrafenib,0.972824,0.97608
NCI-H1563,Sorafenib,0.778251,0.8707010000000001
BL-41,Erlotinib,0.636109,0.997468
NH-12,Osimertinib,0.979807,0.933945
NCI-H2591,MK-1775,0.8867649999999999,0.9088459999999999
WM793B,Dasatinib,0.891544,0.910917
SiHa,Sorafenib,0.7885800000000001,0.8863059999999999
D-392MG,Afatinib,0.984867,0.933673
WM1552C,Gefitinib,0.9232100000000001,0.9877290000000001
TK,Leflunomide,0.654697,0.883106
IGR-1,Nilotinib,0.659262,0.9901989999999999
LC-1-sq,Dabrafenib,0.8855190000000001,0.9831219999999999
NCI-H596,Ulixertinib,0.81807,0.979145
MDA-MB-436,Nilotinib,0.951908,0.9415620000000001
BT-474,Vorinostat,0.978769,0.781688
SKG-IIIa,MK-1775,0.811417,0.7433029999999999
PFSK-1,Sorafenib,0.960734,0.860191
SU-DHL-10,MK-1775,0.9257139999999999,0.5569430000000001
PC-14,Vorinostat,0.9877090000000001,0.782165
CADO-ES1,Leflunomide,0.566112,0.862712
AMO-1,Staurosporine,0.9593209999999999,0.069613
MHH-ES-1,Daporinad,0.989383,0.36528299999999997
IST-MES1,Ulixertinib,0.970327,0.8262484999999999
CHP-134,Ruxolitinib,0.891012,0.98356
KCL-22,Linsitinib,0.714477,0.9540360000000001
GI-ME-N,Tamoxifen,0.880503,0.933995
MOLT-16,Navitoclax,0.9828600000000001,0.460337
RO82-W-1,Navitoclax,0.706394,0.8851030000000001
HOP-62,Crizotinib,0.9636020000000001,0.981433
U-2-OS,Lapatinib,0.83593,0.966616
NB10,Tamoxifen,0.988517,0.9487530000000001
MHH-ES-1,Sorafenib,0.859231,0.911414
HuO-3N1,Tamoxifen,0.445004,0.9412360000000001
CADO-ES1,Dabrafenib,0.943227,0.986555
SUP-M2,MK-1775,0.9614845,0.459776
KYSE-180,Afatinib,0.968017,0.817943
NCI-H1781,Leflunomide,0.9904219999999999,0.876393
JIMT-1,Dabrafenib,0.9509209999999999,0.989965
VMRC-RCZ,Vinblastine,0.9399209999999999,0.9501959999999999
MDA-MB-436,Linsitinib,0.686584,0.9593430000000001
NCI-H2731,Crizotinib,0.992108,0.946478
HT-29,Dabrafenib,0.9350569999999999,0.651188
SJRH30,Linsitinib,0.983289,0.8430219999999999
SW1116,Navitoclax,0.9612780000000001,0.6924939999999999
IM-95,Navitoclax,0.7692859999999999,0.926002
A172,MK-1775,0.9136120000000001,0.74975
EC-GI-10,Linsitinib,0.913164,0.968111
SK-ES-1,Erlotinib,0.9331959999999999,0.9484739999999999
SUP-B15,Leflunomide,0.925798,0.9438270000000001
GA-10,Vorinostat,0.988524,0.6509010000000001
NCI-H596,Osimertinib,0.9148940000000001,0.979008
AGS,Palbociclib,0.8740100000000001,0.8812110000000001
JHH-6,Dasatinib,0.9594389999999999,0.8801690000000001
OE33,Dasatinib,0.9837049999999999,0.9259709999999999
NCI-H716,Sorafenib,0.9809899999999999,0.7116439999999999
KARPAS-422,Ulixertinib,0.9821209999999999,0.9492925
DMS-114,Navitoclax,0.9881850000000001,0.895857
IGROV-1,Palbociclib,0.863474,0.803815
LOU-NH91,Leflunomide,0.979462,0.897072
TE-1,Dasatinib,0.889086,0.731346
SNU-182,Vorinostat,0.749468,0.83821
BT-549,Leflunomide,0.7988770000000001,0.903702
SUP-B15,Ulixertinib,0.490174,0.9575935
CAL-120,Vinblastine,0.814443,0.8253879999999999
SK-N-SH,Palbociclib,0.840916,0.947277
MHH-PREB-1,Osimertinib,0.9139309999999999,0.9829389999999999
BFTC-905,Erlotinib,0.897468,0.986175
UM-UC-3,Daporinad,0.8583139999999999,0.628097
RKO,Ulixertinib,0.9653520000000001,0.8198049999999999
NCI-H1650,Erlotinib,0.807389,0.827623
SCC-15,Vinblastine,0.946577,0.8444200000000001
SK-CO-1,Palbociclib,0.535909,0.8661719999999999
PSN1,Dasatinib,0.9278350000000001,0.82963
NCI-H226,Vorinostat,0.240195,0.901566
OV-90,Staurosporine,0.571326,0.454617
UACC-257,Vorinostat,0.625791,0.7901090000000001
KATOIII,Daporinad,0.9685950000000001,0.663842
MCF7,Staurosporine,0.968672,0.551841
MFE-319,Osimertinib,0.971727,0.9525319999999999
NCI-H847,Navitoclax,0.9881629999999999,0.323623
BICR22,Crizotinib,0.942786,0.993556
CTV-1,Linsitinib,0.991243,0.966245
T98G,Gefitinib,0.927327,0.9825459999999999
NCI-H1915,Afatinib,0.9221959999999999,0.8501690000000001
C3A,Navitoclax,0.84016,0.904284
NCI-H1155,Vorinostat,0.8341270000000001,0.811603
NCI-H1694,Linsitinib,0.9746530000000001,0.962571
PANC-04-03,Osimertinib,0.993065,0.9109290000000001
SNU-182,Navitoclax,0.982425,0.8320059999999999
LB831-BLC,Palbociclib,0.851943,0.970327
OV-90,Ulixertinib,0.9020969999999999,0.8303944999999999
L-363,Ulixertinib,0.425727,0.8823774999999999
P30-OHK,Palbociclib,0.8334969999999999,0.896142
NCI-H1703,Palbociclib,0.352624,0.9247290000000001
SK-MEL-24,MK-1775,0.895393,0.9024479999999999
GOTO,Navitoclax,0.891893,0.9385049999999999
SK-MEL-24,Lapatinib,0.8829879999999999,0.8582790000000001
DMS-273,Navitoclax,0.9561645,0.8685729999999999
KP-4,Staurosporine,0.563642,0.40396
NCI-H2066,Ulixertinib,0.906643,0.9637979999999999
SW48,Dabrafenib,0.341213,0.9806389999999999
42-MG-BA,Leflunomide,0.9731200000000001,0.9387850000000001
HCC-44,Osimertinib,0.929193,0.972894
NCI-H1623,Tamoxifen,0.9034030000000001,0.93329
OCI-AML2,Tamoxifen,0.9864959999999999,0.96605
NCI-H2373,Staurosporine,0.9838879999999999,0.54047
C-33-A,Leflunomide,0.976852,0.8717520000000001
WSU-NHL,Osimertinib,0.480735,0.900658
HuP-T4,MK-1775,0.9681379999999999,0.842199
SIMA,Erlotinib,0.9685739999999999,0.984439
BFTC-909,Dasatinib,0.9474540000000001,0.861195
PEO1,Dabrafenib,0.95524,0.9643700000000001
MOLP-8,MK-1775,0.988301,0.581209
MOLT-13,Vinblastine,0.35286300000000004,0.594869
KP-4,Vorinostat,0.8755569999999999,0.884553
AGS,Staurosporine,0.8358120000000001,0.138034
KATOIII,Tamoxifen,0.297629,0.884338
CHL-1,Dasatinib,0.862059,0.9605969999999999
NCI-H1048,Leflunomide,0.8916930000000001,0.843802
MFM-223,MK-1775,0.985289,0.722345
HPAC,Afatinib,0.8935209999999999,0.851851
8505C,Dasatinib,0.339068,0.862059
KCL-22,Ulixertinib,0.990175,0.925652
G-401,Vorinostat,0.916673,0.737466
BC-1,Trametinib,0.410444,0.958174
UACC-257,Palbociclib,0.769016,0.9330430000000001
COR-L23,Osimertinib,0.823367,0.950153
KG-1,Erlotinib,0.93514,0.9743700000000001
FLO-1,Navitoclax,0.718601,0.7623989999999999
HCC1143,Ribociclib,0.963173,0.949708
SK-N-AS,Gefitinib,0.70581,0.980678
U-118-MG,Lapatinib,0.980929,0.894012
CL-34,Dabrafenib,0.9740000000000001,0.424515
CA46,Lapatinib,0.651914,0.796682
LU-165,Trametinib,0.982424,0.985692
JHH-6,Lapatinib,0.8662489999999999,0.9337120000000001
IST-MEL1,Staurosporine,0.899495,0.40222800000000003
RMG-I,Dasatinib,0.7487590000000001,0.7476619999999999
BT-20,Dabrafenib,0.989482,0.989284
HAL-01,Leflunomide,0.9416979999999999,0.875186
SK-MG-1,Ruxolitinib,0.917529,0.9765459999999999
P12-ICHIKAWA,Ulixertinib,0.8134399999999999,0.8873615
SU-DHL-8,Staurosporine,0.9652360000000001,0.78054
DG-75,Nilotinib,0.555257,0.9742149999999999
KALS-1,Vinblastine,0.825274,0.816384
SNU-423,Navitoclax,0.973182,0.743534
NCI-H1869,Ulixertinib,0.8619479999999999,0.904192
SNU-175,Vinblastine,0.8527950000000001,0.45832799999999996
COLO-684,Ruxolitinib,0.989165,0.9688030000000001
NUGC-3,MK-1775,0.8328780000000001,0.637184
KP-4,Palbociclib,0.992102,0.868467
NCI-H727,Palbociclib,0.665435,0.9073
NKM-1,Erlotinib,0.9521219999999999,0.9737459999999999
NCI-H1869,MK-1775,0.945707,0.787932
OE21,Gefitinib,0.8714059999999999,0.8334379999999999
HMV-II,Lapatinib,0.487928,0.840277
LOU-NH91,Palbociclib,0.987484,0.9696540000000001
PANC-02-03,Linsitinib,0.958598,0.902386
SJRH30,Osimertinib,0.9106059999999999,0.960169
Calu-6,Lapatinib,0.97485,0.9124260000000001
BALL-1,Vorinostat,0.892948,0.667751
HT55,Palbociclib,0.8443689999999999,0.826166
NCI-H2369,Nilotinib,0.9425870000000001,0.990014
EN,Erlotinib,0.9761639999999999,0.976712
COLO-679,Lapatinib,0.881236,0.984197
ES6,Erlotinib,0.885222,0.96298
DU-145,Afatinib,0.790774,0.9431799999999999
KYSE-150,Palbociclib,0.977332,0.8748229999999999
WSU-NHL,Erlotinib,0.9170870000000001,0.989251
