CELL_LINE_NAME,DRUG_NAME,False AUC,AUC
IM-9,Vinblastine,0.80187,0.287918
Hey,Leflunomide,0.95104,0.789884
NCI-H1623,Staurosporine,0.901944,0.469996
C-4-I,Vinblastine,0.890076,0.709914
SCC-4,Nilotinib,0.891453,0.990732
BHT-101,Osimertinib,0.8654540000000001,0.973117
A2780,Osimertinib,0.9006209999999999,0.8878209999999999
NCI-H1793,Ulixertinib,0.99071,0.9225245
NCI-H841,Sorafenib,0.8739110000000001,0.8685149999999999
BE2-M17,MK-1775,0.952681,0.641009
COLO-829,Osimertinib,0.972391,0.934485
TOV-21G,Nilotinib,0.974418,0.981157
HOS,Gefitinib,0.896234,0.988358
HOP-62,Tamoxifen,0.987957,0.944997
LU-135,Vinblastine,0.7181109999999999,0.8659040000000001
DiFi,Navitoclax,0.903702,0.549452
HCC-827,Nilotinib,0.8680209999999999,0.978701
MKN1,Daporinad,0.8743860000000001,0.727863
SK-MG-1,Tamoxifen,0.791366,0.948323
RCM-1,Sorafenib,0.936388,0.92993
NCI-H1568,Ruxolitinib,0.881798,0.927838
NCI-H1876,Vinblastine,0.986719,0.586094
ARH-77,MK-1775,0.973394,0.459755
JHU-022,Tamoxifen,0.955491,0.908244
PL18,Ulixertinib,0.828491,0.8594615
NCI-H28,Sorafenib,0.883386,0.922143
Raji,Leflunomide,0.990532,0.794402
KMRC-20,Erlotinib,0.8376120000000001,0.936513
NCI-H661,Linsitinib,0.8728600000000001,0.965379
K5,Linsitinib,0.8990440000000001,0.974869
REH,Osimertinib,0.779724,0.975307
BPH-1,Erlotinib,0.8797290000000001,0.80314
DiFi,MK-1775,0.74122,0.685751
SCC-3,MK-1775,0.8405540000000001,0.550864
CHL-1,Nilotinib,0.8772459999999999,0.991376
AsPC-1,Ulixertinib,0.91822,0.8977904999999999
LB831-BLC,Leflunomide,0.875209,0.928288
CAS-1,Trametinib,0.951209,0.775673
UM-UC-3,Osimertinib,0.974374,0.982035
SF268,Gefitinib,0.961125,0.967334
PEO1,Dasatinib,0.8046,0.8966370000000001
HTC-C3,Trametinib,0.995001,0.6055050000000001
DoTc2-4510,Staurosporine,0.87056,0.463644
KS-1,Vinblastine,0.822097,0.8348399999999999
TOV-21G,Lapatinib,0.9527,0.951798
WM-115,Leflunomide,0.989811,0.97608
HCC1419,Linsitinib,0.8928940000000001,0.975651
KMRC-1,Erlotinib,0.964136,0.97772
RC-K8,Gefitinib,0.974463,0.980472
OS-RC-2,Sorafenib,0.8109460000000001,0.951166
ACHN,Crizotinib,0.982804,0.973182
NAMALWA,Linsitinib,0.643955,0.93932
VA-ES-BJ,Ruxolitinib,0.987321,0.958578
B-CPAP,Staurosporine,0.886956,0.116624
EW-16,Dabrafenib,0.6708189999999999,0.978701
SNU-5,Osimertinib,0.984665,0.977962
Detroit562,Vorinostat,0.984723,0.813296
OVTOKO,Dasatinib,0.773332,0.548525
NCI-H1792,Ulixertinib,0.907425,0.8575395
BE2-M17,Ruxolitinib,0.8222430000000001,0.965564
KYM-1,Ulixertinib,0.978392,0.958228
KINGS-1,Daporinad,0.956963,0.626679
M14,Afatinib,0.703388,0.8819239999999999
LN-405,Vinblastine,0.99226,0.980987
8505C,Gefitinib,0.139215,0.978457
697,Dasatinib,0.797619,0.8745149999999999
BC-1,Leflunomide,0.869818,0.780729
SKN-3,Lapatinib,0.909436,0.92486
A375,Tamoxifen,0.976668,0.935292
LN-229,Nilotinib,0.898452,0.987994
RF-48,Vorinostat,0.90302,0.7963319999999999
CAS-1,Vorinostat,0.945029,0.791539
FTC-133,Vinblastine,0.972547,0.761049
MN-60,Dabrafenib,0.978612,0.918844
NY,Gefitinib,0.8997459999999999,0.983407
H-EMC-SS,Lapatinib,0.865764,0.92851
A704,Tamoxifen,0.925459,0.95257
AGS,Trametinib,0.558898,0.27571100000000004
MPP-89,Navitoclax,0.886172,0.743632
KYSE-520,Navitoclax,0.961678,0.819113
SLVL,Palbociclib,0.883014,0.987648
HOS,Afatinib,0.63269,0.901492
EW-7,Daporinad,0.7969609999999999,0.484041
NCI-H1838,Afatinib,0.989062,0.811573
Becker,Daporinad,0.993065,0.83131
HD-MY-Z,Nilotinib,0.636109,0.969933
NOMO-1,Vorinostat,0.846299,0.813856
K-562,Ulixertinib,0.839887,0.943685
SK-MM-2,Ulixertinib,0.5995689999999999,0.954833
A204,Palbociclib,0.985755,0.924027
ESO26,Afatinib,0.961218,0.83062
Daudi,Sorafenib,0.997836,0.8632120000000001
IST-SL2,Vorinostat,0.652807,0.7435149999999999
SW837,Navitoclax,0.637184,0.739202
CAL-62,Staurosporine,0.8339780000000001,0.194972
HL-60,Leflunomide,0.550616,0.919684
OVCAR-8,Nilotinib,0.925091,0.915411
NUGC-3,Navitoclax,0.550391,0.929944
NCI-H1648,Trametinib,0.7357130000000001,0.6963159999999999
NCI-H1915,Palbociclib,0.949049,0.925375
MG-63,Palbociclib,0.870417,0.938779
NCI-H1573,Gefitinib,0.897334,0.961172
HL-60,Erlotinib,0.990679,0.98879
SK-MM-2,Vorinostat,0.982251,0.719179
MDA-MB-231,Dasatinib,0.907105,0.8517629999999999
NB1,Osimertinib,0.313269,0.904314
KELLY,Tamoxifen,0.465028,0.958259
Caov-4,Trametinib,0.944618,0.521289
DAN-G,Palbociclib,0.985713,0.96399
Hep3B2-1-7,Leflunomide,0.963173,0.8819309999999999
KYSE-50,Lapatinib,0.902819,0.8456030000000001
SNU-61,Staurosporine,0.982947,0.508259
SHP-77,Ulixertinib,0.975405,0.94173
HCC2157,Nilotinib,0.927982,0.902446
ONS-76,Ulixertinib,0.988665,0.825061
DMS-79,Afatinib,0.890315,0.984669
LoVo,Afatinib,0.7487590000000001,0.792082
KARPAS-620,Linsitinib,0.936733,0.696734
GDM-1,Osimertinib,0.508192,0.845561
UACC-257,MK-1775,0.975598,0.915941
HPAC,Tamoxifen,0.8998635,0.879467
RT4,Tamoxifen,0.902817,0.948996
KM12,Tamoxifen,0.668868,0.898835
SW48,Ulixertinib,0.9307765,0.7711465000000001
BPH-1,Vorinostat,0.983379,0.800405
MDA-MB-436,Vinblastine,0.664378,0.895431
SNU-398,Vorinostat,0.8713110000000001,0.852683
JHH-7,Ruxolitinib,0.981569,0.90932
OVKATE,Gefitinib,0.937099,0.939326
Calu-3,Linsitinib,0.965813,0.943739
LP-1,Crizotinib,0.8106909999999999,0.987897
CAL-85-1,MK-1775,0.905493,0.795764
ES7,Crizotinib,0.81807,0.991917
EC-GI-10,Sorafenib,0.95279,0.8816620000000001
WM278,Dasatinib,0.896623,0.962102
HuO-3N1,Ulixertinib,0.95434,0.976288
A101D,Afatinib,0.989475,0.837672
RD,Sorafenib,0.9340395,0.903803
OCI-AML3,Sorafenib,0.970302,0.7845300000000001
PF-382,Tamoxifen,0.973253,0.886201
NCI-H1703,Dabrafenib,0.957224,0.948165
DU-145,Staurosporine,0.752078,0.625754
NCI-H2228,Ruxolitinib,0.876815,0.8538379999999999
MDA-MB-175-VII,Navitoclax,0.682297,0.8343200000000001
NB(TU)1-10,Vorinostat,0.731866,0.7346699999999999
EC-GI-10,Crizotinib,0.980733,0.976851
ML-2,Afatinib,0.8553459999999999,0.848126
SW1417,Daporinad,0.957264,0.862353
JVM-3,Ruxolitinib,0.824371,0.943967
OVISE,Linsitinib,0.968237,0.943096
SISO,Sorafenib,0.8298205000000001,0.903941
TUR,Dabrafenib,0.951208,0.990713
PANC-02-03,Navitoclax,0.918231,0.8928940000000001
U-118-MG,Linsitinib,0.98254,0.970594
TGBC11TKB,Vinblastine,0.8989299999999999,0.62779
NCI-H520,Navitoclax,0.988884,0.894433
T98G,Nilotinib,0.961737,0.986575
SUIT-2,Palbociclib,0.636414,0.947725
UACC-62,Gefitinib,0.7480640000000001,0.984943
NCI-H69,Navitoclax,0.822406,0.500095
HH,Vorinostat,0.761195,0.786996
KARPAS-45,Dasatinib,0.984511,0.849641
Hs-766T,Dabrafenib,0.93544,0.942076
HuP-T3,Nilotinib,0.816284,0.977307
CAPAN-1,Linsitinib,0.916221,0.96715
FU97,Sorafenib,0.947405,0.8366950000000001
HCC2998,MK-1775,0.933066,0.627225
RERF-LC-Sq1,Ulixertinib,0.930263,0.8499085
P31-FUJ,Dabrafenib,0.977498,0.937586
MDA-MB-231,Nilotinib,0.5053890000000001,0.8975110000000001
KARPAS-422,Tamoxifen,0.592853,0.92555
NCI-H747,Dabrafenib,0.890968,0.97608
NCI-H1563,Sorafenib,0.947466,0.8707010000000001
BL-41,Erlotinib,0.972971,0.997468
NH-12,Osimertinib,0.983071,0.933945
NCI-H2591,MK-1775,0.941185,0.908846
WM793B,Dasatinib,0.887998,0.910917
SiHa,Sorafenib,0.897992,0.8863059999999999
D-392MG,Afatinib,0.987163,0.933673
WM1552C,Gefitinib,0.981243,0.987729
TK,Leflunomide,0.701816,0.883106
IGR-1,Nilotinib,0.976398,0.990199
LC-1-sq,Dabrafenib,0.7522939999999999,0.983122
NCI-H596,Ulixertinib,0.885933,0.979145
MDA-MB-436,Nilotinib,0.981433,0.941562
BT-474,Vorinostat,0.988043,0.781688
SKG-IIIa,MK-1775,0.93306,0.7433029999999999
PFSK-1,Sorafenib,0.966317,0.860191
SU-DHL-10,MK-1775,0.978243,0.5569430000000001
PC-14,Vorinostat,0.8489680000000001,0.782165
CADO-ES1,Leflunomide,0.677832,0.862712
AMO-1,Staurosporine,0.948883,0.069613
MHH-ES-1,Daporinad,0.94631,0.365283
IST-MES1,Ulixertinib,0.260311,0.8262484999999999
CHP-134,Ruxolitinib,0.731119,0.98356
KCL-22,Linsitinib,0.910509,0.954036
GI-ME-N,Tamoxifen,0.7063649999999999,0.933995
MOLT-16,Navitoclax,0.586408,0.460337
RO82-W-1,Navitoclax,0.761092,0.8851030000000001
HOP-62,Crizotinib,0.814172,0.981433
U-2-OS,Lapatinib,0.454513,0.966616
NB10,Tamoxifen,0.97734,0.948753
MHH-ES-1,Sorafenib,0.834723,0.911414
HuO-3N1,Tamoxifen,0.6277119999999999,0.941236
CADO-ES1,Dabrafenib,0.971085,0.986555
SUP-M2,MK-1775,0.591023,0.459776
KYSE-180,Afatinib,0.958563,0.817943
NCI-H1781,Leflunomide,0.746926,0.876393
JIMT-1,Dabrafenib,0.8312649999999999,0.989965
VMRC-RCZ,Vinblastine,0.743139,0.950196
MDA-MB-436,Linsitinib,0.983081,0.959343
NCI-H2731,Crizotinib,0.81518,0.946478
HT-29,Dabrafenib,0.87324,0.651188
SJRH30,Linsitinib,0.949525,0.8430219999999999
SW1116,Navitoclax,0.8696780000000001,0.6924939999999999
IM-95,Navitoclax,0.769084,0.926002
A172,MK-1775,0.9522,0.74975
EC-GI-10,Linsitinib,0.982724,0.968111
SK-ES-1,Erlotinib,0.8600610000000001,0.948474
SUP-B15,Leflunomide,0.919313,0.943827
GA-10,Vorinostat,0.838247,0.6509010000000001
NCI-H596,Osimertinib,0.247033,0.979008
AGS,Palbociclib,0.994976,0.8812110000000001
JHH-6,Dasatinib,0.935653,0.8801690000000001
OE33,Dasatinib,0.965211,0.925971
NCI-H716,Sorafenib,0.760362,0.7116439999999999
KARPAS-422,Ulixertinib,0.853842,0.9492924999999999
DMS-114,Navitoclax,0.692317,0.895857
IGROV-1,Palbociclib,0.918935,0.803815
LOU-NH91,Leflunomide,0.826009,0.897072
TE-1,Dasatinib,0.8570655,0.731346
SNU-182,Vorinostat,0.979716,0.83821
BT-549,Leflunomide,0.788117,0.903702
SUP-B15,Ulixertinib,0.770718,0.9575935
CAL-120,Vinblastine,0.995557,0.8253879999999999
SK-N-SH,Palbociclib,0.8852530000000001,0.947277
MHH-PREB-1,Osimertinib,0.47307,0.982939
BFTC-905,Erlotinib,0.958093,0.986175
UM-UC-3,Daporinad,0.989026,0.628097
RKO,Ulixertinib,0.023228,0.8198049999999999
NCI-H1650,Erlotinib,0.920961,0.827623
SCC-15,Vinblastine,0.8903,0.8444200000000001
SK-CO-1,Palbociclib,0.951463,0.8661719999999999
PSN1,Dasatinib,0.926663,0.82963
NCI-H226,Vorinostat,0.804995,0.901566
OV-90,Staurosporine,0.8456030000000001,0.454617
UACC-257,Vorinostat,0.944673,0.7901090000000001
KATOIII,Daporinad,0.8006810000000001,0.663842
MCF7,Staurosporine,0.984561,0.551841
MFE-319,Osimertinib,0.969141,0.952532
NCI-H847,Navitoclax,0.930732,0.323623
BICR22,Crizotinib,0.924887,0.993556
CTV-1,Linsitinib,0.936878,0.966245
T98G,Gefitinib,0.920483,0.982546
NCI-H1915,Afatinib,0.947792,0.8501690000000001
C3A,Navitoclax,0.95657,0.904284
NCI-H1155,Vorinostat,0.98938,0.811603
NCI-H1694,Linsitinib,0.717026,0.962571
PANC-04-03,Osimertinib,0.852974,0.910929
SNU-182,Navitoclax,0.98946,0.8320059999999999
LB831-BLC,Palbociclib,0.926575,0.970327
OV-90,Ulixertinib,0.664353,0.8303944999999999
L-363,Ulixertinib,0.980532,0.8823774999999999
P30-OHK,Palbociclib,0.980989,0.896142
NCI-H1703,Palbociclib,0.753263,0.924729
SK-MEL-24,MK-1775,0.934606,0.902448
GOTO,Navitoclax,0.975115,0.938505
SK-MEL-24,Lapatinib,0.947859,0.8582790000000001
DMS-273,Navitoclax,0.892869,0.8685729999999999
KP-4,Staurosporine,0.953569,0.40396
NCI-H2066,Ulixertinib,0.788702,0.963798
SW48,Dabrafenib,0.966467,0.980639
42-MG-BA,Leflunomide,0.850668,0.938785
HCC-44,Osimertinib,0.6492399999999999,0.972894
NCI-H1623,Tamoxifen,0.899644,0.93329
OCI-AML2,Tamoxifen,0.817129,0.96605
NCI-H2373,Staurosporine,0.965147,0.54047
C-33-A,Leflunomide,0.931547,0.8717520000000001
WSU-NHL,Osimertinib,0.851943,0.900658
HuP-T4,MK-1775,0.918932,0.842199
SIMA,Erlotinib,0.901914,0.984439
BFTC-909,Dasatinib,0.971118,0.861195
PEO1,Dabrafenib,0.954485,0.96437
MOLP-8,MK-1775,0.913037,0.581209
MOLT-13,Vinblastine,0.984197,0.594869
KP-4,Vorinostat,0.533875,0.884553
AGS,Staurosporine,0.278889,0.138034
KATOIII,Tamoxifen,0.834678,0.884338
CHL-1,Dasatinib,0.9206540000000001,0.960597
NCI-H1048,Leflunomide,0.958259,0.843802
MFM-223,MK-1775,0.908317,0.722345
HPAC,Afatinib,0.992839,0.851851
8505C,Dasatinib,0.973563,0.862059
KCL-22,Ulixertinib,0.864865,0.925652
G-401,Vorinostat,0.8210040000000001,0.737466
BC-1,Trametinib,0.023207,0.958174
UACC-257,Palbociclib,0.960704,0.933043
COR-L23,Osimertinib,0.944332,0.950153
KG-1,Erlotinib,0.8978940000000001,0.97437
FLO-1,Navitoclax,0.990649,0.7623989999999999
HCC1143,Ribociclib,0.693292,0.949708
SK-N-AS,Gefitinib,0.984524,0.980678
U-118-MG,Lapatinib,0.954824,0.894012
CL-34,Dabrafenib,0.8813290000000001,0.424515
CA46,Lapatinib,0.921625,0.796682
LU-165,Trametinib,0.685751,0.985692
JHH-6,Lapatinib,0.953386,0.933712
IST-MEL1,Staurosporine,0.464146,0.402228
RMG-I,Dasatinib,0.405393,0.7476619999999999
BT-20,Dabrafenib,0.08917699999999999,0.989284
HAL-01,Leflunomide,0.737679,0.875186
SK-MG-1,Ruxolitinib,0.822332,0.976546
P12-ICHIKAWA,Ulixertinib,0.8284950000000001,0.8873615
SU-DHL-8,Staurosporine,0.7910590000000001,0.78054
DG-75,Nilotinib,0.986412,0.974215
KALS-1,Vinblastine,0.986809,0.816384
SNU-423,Navitoclax,0.5191,0.743534
NCI-H1869,Ulixertinib,0.8880530000000001,0.904192
SNU-175,Vinblastine,0.963573,0.458328
COLO-684,Ruxolitinib,0.786705,0.968803
NUGC-3,MK-1775,0.920378,0.637184
KP-4,Palbociclib,0.965022,0.868467
NCI-H727,Palbociclib,0.862001,0.9073
NKM-1,Erlotinib,0.881649,0.973746
NCI-H1869,MK-1775,0.979807,0.787932
OE21,Gefitinib,0.95002,0.8334379999999999
HMV-II,Lapatinib,0.844824,0.840277
LOU-NH91,Palbociclib,0.8464809999999999,0.969654
PANC-02-03,Linsitinib,0.970408,0.902386
SJRH30,Osimertinib,0.954098,0.960169
Calu-6,Lapatinib,0.900177,0.912426
BALL-1,Vorinostat,0.8230120000000001,0.667751
HT55,Palbociclib,0.970218,0.826166
NCI-H2369,Nilotinib,0.916501,0.990014
EN,Erlotinib,0.47845,0.976712
COLO-679,Lapatinib,0.5169630000000001,0.984197
ES6,Erlotinib,0.5278729999999999,0.96298
DU-145,Afatinib,0.966914,0.94318
KYSE-150,Palbociclib,0.821192,0.8748229999999999
WSU-NHL,Erlotinib,0.9425115,0.989251
JJN-3,Crizotinib,0.79925,0.995054
NCI-H835,Trametinib,0.98286,0.993235
RPMI-8226,MK-1775,0.8428629999999999,0.714853
SJRH30,Trametinib,0.9485185,0.928985
EW-24,Sorafenib,0.840925,0.8916209999999999
K5,Tamoxifen,0.961817,0.970303
NCI-H1755,Afatinib,0.982782,0.822592
RKO,Ruxolitinib,0.949624,0.977977
LU-65,Vinblastine,0.97248,0.602075
MHH-ES-1,Staurosporine,0.987103,0.587819
IST-SL2,Erlotinib,0.910658,0.948826
IST-MEL1,Trametinib,0.980698,0.772307
SU-DHL-8,Palbociclib,0.964167,0.996691
SNU-423,Staurosporine,0.991638,0.251773
JVM-3,Ulixertinib,0.895214,0.8281555
NCI-H2087,Tamoxifen,0.924201,0.954964
NCI-H1963,Crizotinib,0.970516,0.971671
LNCaP-Clone-FGC,Leflunomide,0.7413850000000001,0.8596959999999999
KOPN-8,Vinblastine,0.985381,0.467386
SNU-182,Ruxolitinib,0.8872129999999999,0.973992
M059J,Ruxolitinib,0.908571,0.961817
MDA-MB-231,Daporinad,0.981267,0.655339
NCI-H1703,MK-1775,0.992813,0.472829
UACC-62,Trametinib,0.902814,0.257539
SK-N-SH,Dasatinib,0.84844,0.942616
HuP-T4,Nilotinib,0.982809,0.972964
SNU-182,Crizotinib,0.6138319999999999,0.985415
EW-13,Afatinib,0.907639,0.935913
SK-LMS-1,Dabrafenib,0.930195,0.967967
NCI-H2342,Sorafenib,0.972654,0.761415
SW13,Staurosporine,0.862713,0.27617
PL18,Staurosporine,0.981134,0.30282600000000004
MDST8,Gefitinib,0.73764,0.982865
NEC8,Nilotinib,0.8417180000000001,0.997402
EM-2,Palbociclib,0.8380569999999999,0.94705
SUP-T1,Lapatinib,0.770347,0.8653190000000001
ES4,Tamoxifen,0.8683379999999999,0.924744
