CELL_LINE_NAME,DRUG_NAME,False AUC,AUC
NCI-H28,Palbociclib,0.197548,0.7841640000000001
Hey,Linsitinib,0.530808,0.957255
ME-180,Tamoxifen,0.919472,0.922614
KMOE-2,Ruxolitinib,0.8298110000000001,0.990839
NY,Palbociclib,0.986553,0.978849
EJM,Osimertinib,0.841734,0.986412
K-562,Afatinib,0.8402799999999999,0.8880879999999999
UMC-11,Osimertinib,0.955138,0.970993
P30-OHK,Dasatinib,0.977506,0.8982020000000001
OSC-20,Ruxolitinib,0.909843,0.962987
PANC-10-05,Ulixertinib,0.981779,0.8400555000000001
NCI-H3122,Afatinib,0.961023,0.874041
SW13,Trametinib,0.363855,0.815112
YAPC,Staurosporine,0.171618,0.525386
UACC-893,Staurosporine,0.966668,0.472051
SU-DHL-5,Trametinib,0.916758,0.981295
HLE,Navitoclax,0.8857379999999999,0.7733720000000001
CW-2,Linsitinib,0.8320629999999999,0.948543
COLO-829,Nilotinib,0.7842899999999999,0.94991
KYSE-520,MK-1775,0.8562120000000001,0.7552949999999999
ES8,Osimertinib,0.8380569999999999,0.93941
ESS-1,Vinblastine,0.960279,0.573968
CAL-33,Dasatinib,0.954689,0.7794260000000001
PWR-1E,Lapatinib,0.887007,0.977316
NOS-1,Trametinib,0.970889,0.917405
D-392MG,Staurosporine,0.987458,0.237997
NCI-H1793,Tamoxifen,0.8565889999999999,0.92004
ECC10,Ruxolitinib,0.8148810000000001,0.98938
MDA-MB-436,Afatinib,0.929319,0.963653
CAL-85-1,Daporinad,0.989265,0.642303
SK-GT-2,Linsitinib,0.8665510000000001,0.985426
NCI-H1688,Palbociclib,0.973018,0.984436
NCI-H520,Leflunomide,0.988753,0.917818
RPMI-7951,Crizotinib,0.915827,0.972204
8505C,Tamoxifen,0.804021,0.902633
KYM-1,Sorafenib,0.941239,0.873627
YT,Vorinostat,0.940669,0.7512300000000001
HH,MK-1775,0.91456,0.906829
IM-9,Vinblastine,0.96241,0.287918
Hey,Leflunomide,0.8784959999999999,0.789884
NCI-H1623,Staurosporine,0.936458,0.469996
C-4-I,Vinblastine,0.97815,0.709914
SCC-4,Nilotinib,0.170404,0.990732
BHT-101,Osimertinib,0.928727,0.973117
A2780,Osimertinib,0.8262484999999999,0.8878209999999999
NCI-H1793,Ulixertinib,0.9099235,0.9225245
NCI-H841,Sorafenib,0.974284,0.8685149999999999
BE2-M17,MK-1775,0.894445,0.641009
COLO-829,Osimertinib,0.6082850000000001,0.934485
TOV-21G,Nilotinib,0.970862,0.981157
HOS,Gefitinib,0.460662,0.988358
HOP-62,Tamoxifen,0.8462879999999999,0.944997
LU-135,Vinblastine,0.868718,0.8659040000000001
DiFi,Navitoclax,0.8709,0.549452
HCC-827,Nilotinib,0.874074,0.978701
MKN1,Daporinad,0.7689239999999999,0.727863
SK-MG-1,Tamoxifen,0.944355,0.948323
RCM-1,Sorafenib,0.669983,0.92993
NCI-H1568,Ruxolitinib,0.976853,0.927838
NCI-H1876,Vinblastine,0.986179,0.586094
ARH-77,MK-1775,0.960449,0.459755
JHU-022,Tamoxifen,0.892597,0.908244
PL18,Ulixertinib,0.5636439999999999,0.8594615
NCI-H28,Sorafenib,0.989162,0.922143
Raji,Leflunomide,0.987766,0.794402
KMRC-20,Erlotinib,0.962425,0.936513
NCI-H661,Linsitinib,0.990263,0.965379
K5,Linsitinib,0.88666,0.974869
REH,Osimertinib,0.8698629999999999,0.975307
BPH-1,Erlotinib,0.964692,0.80314
DiFi,MK-1775,0.840306,0.685751
SCC-3,MK-1775,0.221335,0.550864
CHL-1,Nilotinib,0.989656,0.991376
AsPC-1,Ulixertinib,0.959882,0.8977904999999999
LB831-BLC,Leflunomide,0.952855,0.928288
CAS-1,Trametinib,0.800826,0.775673
UM-UC-3,Osimertinib,0.929405,0.982035
SF268,Gefitinib,0.938931,0.967334
PEO1,Dasatinib,0.972535,0.8966370000000001
HTC-C3,Trametinib,0.951193,0.6055050000000001
DoTc2-4510,Staurosporine,0.793903,0.463644
KS-1,Vinblastine,0.970359,0.8348399999999999
TOV-21G,Lapatinib,0.942786,0.951798
WM-115,Leflunomide,0.883423,0.97608
HCC1419,Linsitinib,0.733046,0.975651
KMRC-1,Erlotinib,0.981009,0.97772
RC-K8,Gefitinib,0.727403,0.980472
OS-RC-2,Sorafenib,0.964382,0.951166
ACHN,Crizotinib,0.580306,0.973182
NAMALWA,Linsitinib,0.8713110000000001,0.93932
VA-ES-BJ,Ruxolitinib,0.9078675,0.958578
B-CPAP,Staurosporine,0.8638969999999999,0.116624
EW-16,Dabrafenib,0.963573,0.978701
SNU-5,Osimertinib,0.619387,0.977962
Detroit562,Vorinostat,0.964432,0.813296
OVTOKO,Dasatinib,0.961244,0.548525
NCI-H1792,Ulixertinib,0.579996,0.8575395
BE2-M17,Ruxolitinib,0.903658,0.965564
KYM-1,Ulixertinib,0.879099,0.958228
KINGS-1,Daporinad,0.944673,0.626679
M14,Afatinib,0.7641680000000001,0.8819239999999999
LN-405,Vinblastine,0.971747,0.980987
8505C,Gefitinib,0.8293959999999999,0.978457
697,Dasatinib,0.97807,0.8745149999999999
BC-1,Leflunomide,0.469416,0.780729
SKN-3,Lapatinib,0.930197,0.92486
A375,Tamoxifen,0.826266,0.935292
LN-229,Nilotinib,0.8277530000000001,0.987994
RF-48,Vorinostat,0.948891,0.7963319999999999
CAS-1,Vorinostat,0.978793,0.791539
FTC-133,Vinblastine,0.38996,0.761049
MN-60,Dabrafenib,0.861836,0.918844
NY,Gefitinib,0.978753,0.983407
H-EMC-SS,Lapatinib,0.99105,0.92851
A704,Tamoxifen,0.030744,0.95257
AGS,Trametinib,0.855139,0.27571100000000004
MPP-89,Navitoclax,0.538291,0.743632
KYSE-520,Navitoclax,0.883501,0.819113
SLVL,Palbociclib,0.86739,0.987648
HOS,Afatinib,0.894107,0.901492
EW-7,Daporinad,0.8599889999999999,0.484041
NCI-H1838,Afatinib,0.789402,0.811573
Becker,Daporinad,0.961057,0.83131
HD-MY-Z,Nilotinib,0.8330049999999999,0.969933
NOMO-1,Vorinostat,0.961437,0.813856
K-562,Ulixertinib,0.990732,0.943685
SK-MM-2,Ulixertinib,0.814962,0.954833
A204,Palbociclib,0.795417,0.924027
ESO26,Afatinib,0.945802,0.83062
Daudi,Sorafenib,0.989983,0.8632120000000001
IST-SL2,Vorinostat,0.7570560000000001,0.7435149999999999
SW837,Navitoclax,0.945689,0.739202
CAL-62,Staurosporine,0.800405,0.194972
HL-60,Leflunomide,0.811949,0.919684
OVCAR-8,Nilotinib,0.953828,0.915411
NUGC-3,Navitoclax,0.988547,0.929944
NCI-H1648,Trametinib,0.966921,0.6963159999999999
NCI-H1915,Palbociclib,0.114474,0.925375
MG-63,Palbociclib,0.867819,0.938779
NCI-H1573,Gefitinib,0.921508,0.961172
HL-60,Erlotinib,0.8697819999999999,0.98879
SK-MM-2,Vorinostat,0.895576,0.719179
MDA-MB-231,Dasatinib,0.978222,0.8517629999999999
NB1,Osimertinib,0.846504,0.904314
KELLY,Tamoxifen,0.948688,0.958259
Caov-4,Trametinib,0.8622709999999999,0.521289
DAN-G,Palbociclib,0.971601,0.96399
Hep3B2-1-7,Leflunomide,0.708733,0.8819309999999999
KYSE-50,Lapatinib,0.966736,0.8456030000000001
SNU-61,Staurosporine,0.768059,0.508259
SHP-77,Ulixertinib,0.933701,0.94173
HCC2157,Nilotinib,0.7557590000000001,0.902446
ONS-76,Ulixertinib,0.950688,0.825061
DMS-79,Afatinib,0.8579950000000001,0.984669
LoVo,Afatinib,0.8534870000000001,0.792082
KARPAS-620,Linsitinib,0.663339,0.696734
GDM-1,Osimertinib,0.8010729999999999,0.845561
UACC-257,MK-1775,0.166443,0.915941
HPAC,Tamoxifen,0.964491,0.879467
RT4,Tamoxifen,0.917656,0.948996
KM12,Tamoxifen,0.980719,0.898835
SW48,Ulixertinib,0.9571745,0.7711465000000001
BPH-1,Vorinostat,0.968527,0.800405
MDA-MB-436,Vinblastine,0.936592,0.895431
SNU-398,Vorinostat,0.626679,0.852683
JHH-7,Ruxolitinib,0.907402,0.90932
OVKATE,Gefitinib,0.8863850000000001,0.939326
Calu-3,Linsitinib,0.974756,0.943739
LP-1,Crizotinib,0.835833,0.987897
CAL-85-1,MK-1775,0.824269,0.795764
ES7,Crizotinib,0.987203,0.991917
EC-GI-10,Sorafenib,0.989775,0.8816620000000001
WM278,Dasatinib,0.798182,0.962102
HuO-3N1,Ulixertinib,0.97673,0.976288
A101D,Afatinib,0.858376,0.837672
RD,Sorafenib,0.986056,0.903803
OCI-AML3,Sorafenib,0.97345,0.7845300000000001
PF-382,Tamoxifen,0.925906,0.886201
NCI-H1703,Dabrafenib,0.974057,0.948165
DU-145,Staurosporine,0.979466,0.625754
NCI-H2228,Ruxolitinib,0.966938,0.8538379999999999
MDA-MB-175-VII,Navitoclax,0.8657450000000001,0.8343200000000001
NB(TU)1-10,Vorinostat,0.955093,0.7346699999999999
EC-GI-10,Crizotinib,0.544007,0.976851
ML-2,Afatinib,0.809823,0.848126
SW1417,Daporinad,0.908752,0.862353
JVM-3,Ruxolitinib,0.620503,0.943967
OVISE,Linsitinib,0.98217,0.943096
SISO,Sorafenib,0.975661,0.903941
TUR,Dabrafenib,0.7086319999999999,0.990713
PANC-02-03,Navitoclax,0.472502,0.8928940000000001
U-118-MG,Linsitinib,0.981023,0.970594
TGBC11TKB,Vinblastine,0.8966370000000001,0.62779
NCI-H520,Navitoclax,0.9414020000000001,0.894433
T98G,Nilotinib,0.5352899999999999,0.986575
SUIT-2,Palbociclib,0.246133,0.947725
UACC-62,Gefitinib,0.96738,0.984943
NCI-H69,Navitoclax,0.972667,0.500095
HH,Vorinostat,0.7126319999999999,0.786996
KARPAS-45,Dasatinib,0.9769015,0.849641
Hs-766T,Dabrafenib,0.893185,0.942076
HuP-T3,Nilotinib,0.8611340000000001,0.977307
CAPAN-1,Linsitinib,0.941982,0.96715
FU97,Sorafenib,0.90617,0.8366950000000001
HCC2998,MK-1775,0.803673,0.627225
RERF-LC-Sq1,Ulixertinib,0.981488,0.8499085
P31-FUJ,Dabrafenib,0.981267,0.937586
MDA-MB-231,Nilotinib,0.95524,0.8975110000000001
KARPAS-422,Tamoxifen,0.8447040000000001,0.92555
NCI-H747,Dabrafenib,0.970425,0.97608
NCI-H1563,Sorafenib,0.987479,0.8707010000000001
BL-41,Erlotinib,0.8391379999999999,0.997468
NH-12,Osimertinib,0.985973,0.933945
NCI-H2591,MK-1775,0.368862,0.908846
WM793B,Dasatinib,0.921625,0.910917
SiHa,Sorafenib,0.986753,0.8863059999999999
D-392MG,Afatinib,0.976043,0.933673
WM1552C,Gefitinib,0.836448,0.987729
TK,Leflunomide,0.97288,0.883106
IGR-1,Nilotinib,0.815916,0.990199
LC-1-sq,Dabrafenib,0.982983,0.983122
NCI-H596,Ulixertinib,0.814379,0.979145
MDA-MB-436,Nilotinib,0.8320420000000001,0.941562
BT-474,Vorinostat,0.921493,0.781688
SKG-IIIa,MK-1775,0.574867,0.7433029999999999
PFSK-1,Sorafenib,0.959694,0.860191
SU-DHL-10,MK-1775,0.982877,0.5569430000000001
PC-14,Vorinostat,0.872677,0.782165
CADO-ES1,Leflunomide,0.8560620000000001,0.862712
AMO-1,Staurosporine,0.79625,0.069613
MHH-ES-1,Daporinad,0.632991,0.365283
IST-MES1,Ulixertinib,0.7620279999999999,0.8262484999999999
CHP-134,Ruxolitinib,0.857874,0.98356
KCL-22,Linsitinib,0.958305,0.954036
GI-ME-N,Tamoxifen,0.940274,0.933995
MOLT-16,Navitoclax,0.8237639999999999,0.460337
RO82-W-1,Navitoclax,0.725808,0.8851030000000001
HOP-62,Crizotinib,0.946335,0.981433
U-2-OS,Lapatinib,0.593426,0.966616
NB10,Tamoxifen,0.861505,0.948753
MHH-ES-1,Sorafenib,0.763468,0.911414
HuO-3N1,Tamoxifen,0.975385,0.941236
CADO-ES1,Dabrafenib,0.476388,0.986555
SUP-M2,MK-1775,0.992174,0.459776
KYSE-180,Afatinib,0.923764,0.817943
NCI-H1781,Leflunomide,0.8767520000000001,0.876393
JIMT-1,Dabrafenib,0.852441,0.989965
VMRC-RCZ,Vinblastine,0.975473,0.950196
MDA-MB-436,Linsitinib,0.983757,0.959343
NCI-H2731,Crizotinib,0.906736,0.946478
HT-29,Dabrafenib,0.921257,0.651188
SJRH30,Linsitinib,0.966398,0.8430219999999999
SW1116,Navitoclax,0.861717,0.6924939999999999
IM-95,Navitoclax,0.965189,0.926002
A172,MK-1775,0.352421,0.74975
EC-GI-10,Linsitinib,0.8794040000000001,0.968111
SK-ES-1,Erlotinib,0.965432,0.948474
SUP-B15,Leflunomide,0.549772,0.943827
GA-10,Vorinostat,0.8793860000000001,0.6509010000000001
NCI-H596,Osimertinib,0.496358,0.979008
AGS,Palbociclib,0.878967,0.8812110000000001
JHH-6,Dasatinib,0.8810030000000001,0.8801690000000001
OE33,Dasatinib,0.560025,0.925971
NCI-H716,Sorafenib,0.858692,0.7116439999999999
KARPAS-422,Ulixertinib,0.960743,0.9492924999999999
DMS-114,Navitoclax,0.8402620000000001,0.895857
IGROV-1,Palbociclib,0.946981,0.803815
LOU-NH91,Leflunomide,0.921647,0.897072
TE-1,Dasatinib,0.686396,0.731346
SNU-182,Vorinostat,0.911919,0.83821
BT-549,Leflunomide,0.806376,0.903702
SUP-B15,Ulixertinib,0.910163,0.9575935
CAL-120,Vinblastine,0.917529,0.8253879999999999
SK-N-SH,Palbociclib,0.972086,0.947277
MHH-PREB-1,Osimertinib,0.975639,0.982939
BFTC-905,Erlotinib,0.989582,0.986175
UM-UC-3,Daporinad,0.939732,0.628097
RKO,Ulixertinib,0.942411,0.8198049999999999
NCI-H1650,Erlotinib,0.974835,0.827623
SCC-15,Vinblastine,0.933698,0.8444200000000001
SK-CO-1,Palbociclib,0.977371,0.8661719999999999
PSN1,Dasatinib,0.492859,0.82963
NCI-H226,Vorinostat,0.969888,0.901566
OV-90,Staurosporine,0.958511,0.454617
UACC-257,Vorinostat,0.8718995,0.7901090000000001
KATOIII,Daporinad,0.42482,0.663842
MCF7,Staurosporine,0.743847,0.551841
MFE-319,Osimertinib,0.915706,0.952532
NCI-H847,Navitoclax,0.84935,0.323623
BICR22,Crizotinib,0.915941,0.993556
CTV-1,Linsitinib,0.965192,0.966245
T98G,Gefitinib,0.8646959999999999,0.982546
NCI-H1915,Afatinib,0.751899,0.8501690000000001
C3A,Navitoclax,0.652604,0.904284
NCI-H1155,Vorinostat,0.980581,0.811603
NCI-H1694,Linsitinib,0.983175,0.962571
PANC-04-03,Osimertinib,0.91416,0.910929
SNU-182,Navitoclax,0.964322,0.8320059999999999
LB831-BLC,Palbociclib,0.086311,0.970327
OV-90,Ulixertinib,0.920993,0.8303944999999999
L-363,Ulixertinib,0.988137,0.8823774999999999
P30-OHK,Palbociclib,0.9002370000000001,0.896142
NCI-H1703,Palbociclib,0.843728,0.924729
SK-MEL-24,MK-1775,0.822558,0.902448
GOTO,Navitoclax,0.900184,0.938505
SK-MEL-24,Lapatinib,0.80229,0.8582790000000001
DMS-273,Navitoclax,0.935877,0.8685729999999999
KP-4,Staurosporine,0.850927,0.40396
NCI-H2066,Ulixertinib,0.644969,0.963798
SW48,Dabrafenib,0.980231,0.980639
42-MG-BA,Leflunomide,0.49652,0.938785
HCC-44,Osimertinib,0.931637,0.972894
NCI-H1623,Tamoxifen,0.947554,0.93329
OCI-AML2,Tamoxifen,0.987578,0.96605
NCI-H2373,Staurosporine,0.977118,0.54047
C-33-A,Leflunomide,0.8702139999999999,0.8717520000000001
WSU-NHL,Osimertinib,0.830472,0.900658
HuP-T4,MK-1775,0.955669,0.842199
SIMA,Erlotinib,0.8419770000000001,0.984439
BFTC-909,Dasatinib,0.978701,0.861195
PEO1,Dabrafenib,0.8405540000000001,0.96437
MOLP-8,MK-1775,0.910503,0.581209
MOLT-13,Vinblastine,0.933382,0.594869
KP-4,Vorinostat,0.944444,0.884553
AGS,Staurosporine,0.9622035,0.138034
KATOIII,Tamoxifen,0.921565,0.884338
CHL-1,Dasatinib,0.951463,0.960597
NCI-H1048,Leflunomide,0.468409,0.843802
MFM-223,MK-1775,0.892349,0.722345
HPAC,Afatinib,0.972509,0.851851
8505C,Dasatinib,0.7933140000000001,0.862059
KCL-22,Ulixertinib,0.89579,0.925652
G-401,Vorinostat,0.973813,0.737466
BC-1,Trametinib,0.905261,0.958174
UACC-257,Palbociclib,0.185739,0.933043
COR-L23,Osimertinib,0.91672,0.950153
KG-1,Erlotinib,0.877707,0.97437
FLO-1,Navitoclax,0.8624870000000001,0.7623989999999999
HCC1143,Ribociclib,0.823951,0.949708
SK-N-AS,Gefitinib,0.981172,0.980678
U-118-MG,Lapatinib,0.926531,0.894012
CL-34,Dabrafenib,0.570615,0.424515
CA46,Lapatinib,0.976515,0.796682
LU-165,Trametinib,0.9254795,0.985692
JHH-6,Lapatinib,0.957448,0.933712
IST-MEL1,Staurosporine,0.7338020000000001,0.402228
RMG-I,Dasatinib,0.777874,0.7476619999999999
BT-20,Dabrafenib,0.895534,0.989284
HAL-01,Leflunomide,0.896473,0.875186
SK-MG-1,Ruxolitinib,0.991323,0.976546
P12-ICHIKAWA,Ulixertinib,0.982141,0.8873615
SU-DHL-8,Staurosporine,0.934389,0.78054
DG-75,Nilotinib,0.958578,0.974215
KALS-1,Vinblastine,0.803921,0.816384
SNU-423,Navitoclax,0.894885,0.743534
NCI-H1869,Ulixertinib,0.342104,0.904192
SNU-175,Vinblastine,0.977852,0.458328
COLO-684,Ruxolitinib,0.972998,0.968803
NUGC-3,MK-1775,0.718404,0.637184
KP-4,Palbociclib,0.900941,0.868467
NCI-H727,Palbociclib,0.8440120000000001,0.9073
NKM-1,Erlotinib,0.9800985,0.973746
NCI-H1869,MK-1775,0.8913780000000001,0.787932
OE21,Gefitinib,0.911855,0.8334379999999999
HMV-II,Lapatinib,0.853158,0.840277
LOU-NH91,Palbociclib,0.7963319999999999,0.969654
PANC-02-03,Linsitinib,0.906663,0.902386
SJRH30,Osimertinib,0.883222,0.960169
Calu-6,Lapatinib,0.963137,0.912426
BALL-1,Vorinostat,0.8938649999999999,0.667751
HT55,Palbociclib,0.871922,0.826166
NCI-H2369,Nilotinib,0.816284,0.990014
EN,Erlotinib,0.971283,0.976712
COLO-679,Lapatinib,0.8788959999999999,0.984197
ES6,Erlotinib,0.988156,0.96298
DU-145,Afatinib,0.978022,0.94318
KYSE-150,Palbociclib,0.985808,0.8748229999999999
WSU-NHL,Erlotinib,0.584374,0.989251
JJN-3,Crizotinib,0.399592,0.995054
NCI-H835,Trametinib,0.960368,0.993235
RPMI-8226,MK-1775,0.8978,0.714853
SJRH30,Trametinib,0.909206,0.928985
EW-24,Sorafenib,0.934917,0.8916209999999999
K5,Tamoxifen,0.97804,0.970303
NCI-H1755,Afatinib,0.8581209999999999,0.822592
RKO,Ruxolitinib,0.96915,0.977977
LU-65,Vinblastine,0.809397,0.602075
MHH-ES-1,Staurosporine,0.531221,0.587819
IST-SL2,Erlotinib,0.942811,0.948826
IST-MEL1,Trametinib,0.979807,0.772307
SU-DHL-8,Palbociclib,0.846756,0.996691
SNU-423,Staurosporine,0.8842450000000001,0.251773
JVM-3,Ulixertinib,0.635821,0.8281555
NCI-H2087,Tamoxifen,0.541337,0.954964
NCI-H1963,Crizotinib,0.986566,0.971671
LNCaP-Clone-FGC,Leflunomide,0.286134,0.8596959999999999
KOPN-8,Vinblastine,0.958059,0.467386
SNU-182,Ruxolitinib,0.952113,0.973992
M059J,Ruxolitinib,0.986565,0.961817
MDA-MB-231,Daporinad,0.988187,0.655339
NCI-H1703,MK-1775,0.790926,0.472829
UACC-62,Trametinib,0.646107,0.257539
SK-N-SH,Dasatinib,0.72864,0.942616
HuP-T4,Nilotinib,0.980927,0.972964
SNU-182,Crizotinib,0.94085,0.985415
EW-13,Afatinib,0.49494,0.935913
SK-LMS-1,Dabrafenib,0.990089,0.967967
NCI-H2342,Sorafenib,0.915517,0.761415
SW13,Staurosporine,0.730865,0.27617
PL18,Staurosporine,0.987514,0.30282600000000004
MDST8,Gefitinib,0.905268,0.982865
NEC8,Nilotinib,0.931404,0.997402
EM-2,Palbociclib,0.979158,0.94705
SUP-T1,Lapatinib,0.383693,0.8653190000000001
