CELL_LINE_NAME,DRUG_NAME,False AUC,AUC
HDQ-P1,Linsitinib,0.773386,0.8664870000000001
NAMALWA,Daporinad,0.964647,0.319234
JURL-MK1,Ruxolitinib,0.987995,0.933103
JJN-3,Sorafenib,0.909627,0.755988
IGROV-1,Dabrafenib,0.28238,0.8968389999999999
MOLT-13,Erlotinib,0.935896,0.987203
HCC-78,Vinblastine,0.8956219999999999,0.770534
NCI-H1963,Vorinostat,0.7843,0.644408
SNU-61,Tamoxifen,0.992283,0.964134
OPM-2,Dasatinib,0.950977,0.967802
PA-1,Nilotinib,0.886015,0.988317
SK-LU-1,Vorinostat,0.959514,0.927419
M059J,Afatinib,0.883106,0.877524
TT2609-C02,Sorafenib,0.788948,0.938055
MFE-296,Tamoxifen,0.828831,0.9208
SUP-M2,Leflunomide,0.9561,0.8006810000000001
C2BBe1,Vinblastine,0.886706,0.899072
U-87-MG,Ruxolitinib,0.978189,0.945247
ECC10,Crizotinib,0.42305,0.992013
ASH-3,MK-1775,0.929146,0.8493200000000001
Hs-445,Dasatinib,0.6963159999999999,0.935771
G-361,Staurosporine,0.835284,0.5572560000000001
MS-1,Vinblastine,0.976734,0.74122
OACM5-1,Staurosporine,0.914597,0.5420729999999999
NCI-H1975,Gefitinib,0.967864,0.942836
NCI-H841,Crizotinib,0.829686,0.987568
MFH-ino,Osimertinib,0.229271,0.946065
MFM-223,Tamoxifen,0.951516,0.939046
OVCA420,Gefitinib,0.981128,0.723379
YH-13,Vinblastine,0.987017,0.535153
OSC-20,Dabrafenib,0.953879,0.975722
CHP-134,MK-1775,0.974653,0.603175
TC-71,Ulixertinib,0.6692600000000001,0.9552655
8-MG-BA,Staurosporine,0.959966,0.131691
A2780,Ulixertinib,0.718954,0.741295
K-562,Staurosporine,0.959188,0.66872
IM-9,Nilotinib,0.905977,0.933109
NCI-H520,Dasatinib,0.98766,0.8824870000000001
NCI-H2170,Afatinib,0.982121,0.41055
NCI-H1792,Gefitinib,0.561458,0.986412
NCI-H1651,Ruxolitinib,0.976641,0.977501
H4,Vinblastine,0.903455,0.542998
KU812,Linsitinib,0.967686,0.918712
LB831-BLC,Dabrafenib,0.8982629999999999,0.98694
BICR22,Linsitinib,0.721296,0.968421
LN-18,Osimertinib,0.959624,0.982824
U-2-OS,Crizotinib,0.962772,0.984963
NCI-H2141,Leflunomide,0.7943939999999999,0.901771
MKN28,Vorinostat,0.541072,0.8310350000000001
Calu-6,Linsitinib,0.93265,0.945807
WM-115,Ulixertinib,0.974,0.9155545
RT-112,Ulixertinib,0.972964,0.8774885
Saos-2,Trametinib,0.388278,0.981783
GP5d,Ulixertinib,0.9479,0.9099235
IMR-5,Crizotinib,0.995727,0.972268
HO-1-u-1,Navitoclax,0.975598,0.7790600000000001
EJM,Trametinib,0.924553,0.990668
NCI-N87,Leflunomide,0.884861,0.865892
MOLT-13,Crizotinib,0.816284,0.99002
TE-15,Ruxolitinib,0.345426,0.979726
RO82-W-1,Vorinostat,0.990177,0.8770290000000001
SK-OV-3,Osimertinib,0.905961,0.842562
BE-13,Vinblastine,0.955491,0.457861
IA-LM,Sorafenib,0.948307,0.890292
SF268,Staurosporine,0.6803669999999999,0.309625
HuP-T4,Afatinib,0.883501,0.933698
SAS,Dabrafenib,0.756785,0.938985
8305C,Crizotinib,0.948712,0.985943
LU-165,Afatinib,0.514839,0.8665510000000001
AGS,Ruxolitinib,0.979933,0.979159
MOG-G-CCM,Staurosporine,0.963344,0.229271
NCI-H2595,Afatinib,0.6280640000000001,0.922991
NCI-H226,Navitoclax,0.96412,0.961683
NCI-H2369,Gefitinib,0.94318,0.97784
COLO-829,Linsitinib,0.933019,0.950482
OVISE,Nilotinib,0.990017,0.985462
MDST8,Nilotinib,0.6277550000000001,0.985281
SKG-IIIa,Osimertinib,0.692351,0.90516
NCI-H661,Leflunomide,0.913196,0.925091
NCI-H522,Trametinib,0.8770870000000001,0.97294
SN12C,Erlotinib,0.653,0.940712
RERF-GC-1B,Lapatinib,0.505019,0.908972
LU-65,MK-1775,0.97233,0.642914
CAPAN-2,Staurosporine,0.989868,0.588399
CAL-54,MK-1775,0.613799,0.609563
LC-1-sq,Navitoclax,0.958027,0.875609
HOS,Ruxolitinib,0.9306955,0.979941
Ca-Ski,Leflunomide,0.801301,0.884438
LS-411N,Nilotinib,0.968618,0.977059
ES1,Erlotinib,0.637587,0.934252
SU-DHL-6,Sorafenib,0.8833924999999999,0.8894049999999999
TGW,Navitoclax,0.8866350000000001,0.22681
SK-GT-4,Daporinad,0.971295,0.622209
IHH-4,Gefitinib,0.828573,0.987336
OCI-AML2,Vinblastine,0.984609,0.424117
A101D,Staurosporine,0.938687,0.348604
HT-29,Linsitinib,0.951992,0.8432930000000001
H-EMC-SS,Trametinib,0.913463,0.839319
RCM-1,Daporinad,0.990075,0.688667
A4-Fuk,Palbociclib,0.937099,0.798331
MKN45,Erlotinib,0.418499,0.981172
ES7,Staurosporine,0.855017,0.344303
OCUM-1,Staurosporine,0.959211,0.633598
AMO-1,Vorinostat,0.958415,0.646066
ECC10,Dabrafenib,0.924627,0.986809
VA-ES-BJ,Palbociclib,0.983174,0.917598
MKN45,Gefitinib,0.952872,0.981341
COLO-680N,Sorafenib,0.878014,0.966292
KYAE-1,Osimertinib,0.93217,0.734194
NCI-H1869,Sorafenib,0.901928,0.930966
WIL2-NS,MK-1775,0.66488,0.512636
SNU-1040,MK-1775,0.581209,0.642237
KNS-62,Palbociclib,0.952043,0.946638
MDST8,Linsitinib,0.590989,0.939116
GDM-1,Vorinostat,0.784177,0.624347
YH-13,Osimertinib,0.984406,0.951997
CAL-85-1,Ribociclib,0.963521,0.989318
CAL-51,Ribociclib,0.973317,0.989611
GA-10,Osimertinib,0.911324,0.96064
NH-12,Lapatinib,0.976344,0.943916
Ramos-2G6-4C10,Sorafenib,0.865892,0.920312
SCC-9,Erlotinib,0.9026485,0.931645
HLE,Daporinad,0.899116,0.5383439999999999
ESO51,Linsitinib,0.905999,0.9481
BPH-1,Crizotinib,0.550453,0.982552
A2780,Dasatinib,0.959357,0.976991
NCI-H2731,Sorafenib,0.991354,0.864865
D-263MG,Palbociclib,0.9103305,0.928044
OVKATE,Linsitinib,0.792455,0.947906
C-33-A,Palbociclib,0.973817,0.941025
SLVL,Erlotinib,0.893992,0.990871
LN-229,Osimertinib,0.961517,0.926663
PL18,Sorafenib,0.7300760000000001,0.910414
HCC-15,Nilotinib,0.986503,0.951512
NCI-H2342,Ulixertinib,0.721005,0.969018
SW684,Afatinib,0.605217,0.911842
NCI-H847,Erlotinib,0.938042,0.97039
CAL-120,Dasatinib,0.950158,0.807682
LAMA-84,Dasatinib,0.984591,0.016849
NB(TU)1-10,Sorafenib,0.984106,0.850934
TE-1,Tamoxifen,0.882935,0.92381
KYSE-70,Tamoxifen,0.981431,0.929319
KINGS-1,Sorafenib,0.954583,0.970741
G-401,Ulixertinib,0.954833,0.7592574999999999
BE2-M17,Staurosporine,0.828484,0.384915
MG-63,Navitoclax,0.982263,0.811359
NCI-H1915,Crizotinib,0.978209,0.977217
ALL-SIL,Osimertinib,0.191299,0.970948
KARPAS-620,Trametinib,0.959912,0.8278530000000001
NCI-H2373,Lapatinib,0.648093,0.920339
NCI-H209,Tamoxifen,0.722083,0.932836
ALL-SIL,Gefitinib,0.183795,0.984314
LK-2,Linsitinib,0.954538,0.945736
SK-MEL-2,Daporinad,0.967312,0.792455
Detroit562,MK-1775,0.988494,0.628698
KYSE-140,MK-1775,0.8652850000000001,0.561962
COLO-678,Tamoxifen,0.956201,0.937886
MES-SA,Vorinostat,0.514187,0.8403139999999999
ECC10,Leflunomide,0.959976,0.896473
NCI-H2722,Gefitinib,0.943287,0.963142
ES7,Lapatinib,0.976602,0.869081
A549,Erlotinib,0.740351,0.929282
SUP-T1,Ruxolitinib,0.902251,0.983977
KMS-12-BM,Sorafenib,0.737233,0.7782319999999999
NCI-H720,Vinblastine,0.342104,0.89876
OCUM-1,Vorinostat,0.963944,0.764366
A704,Dabrafenib,0.884669,0.966518
NCI-H1666,Tamoxifen,0.93509,0.884386
LNCaP-Clone-FGC,Afatinib,0.194972,0.784724
NCI-H596,Sorafenib,0.353756,0.938809
OCI-AML3,Leflunomide,0.993061,0.82357
C-33-A,Linsitinib,0.768636,0.96394
A101D,Navitoclax,0.992509,0.811701
A375,Dabrafenib,0.984202,0.224564
NCI-H2405,Dabrafenib,0.98884,0.873044
OCI-M1,Tamoxifen,0.894732,0.893465
SKN-3,MK-1775,0.962009,0.7171270000000001
CHP-134,Navitoclax,0.777035,0.543489
HL-60,Trametinib,0.4149890000000001,0.505019
EW-24,Ruxolitinib,0.8370820000000001,0.967652
NCI-H196,Lapatinib,0.8245809999999999,0.984253
KMS-12-BM,Erlotinib,0.968285,0.945639
NCI-H1355,Tamoxifen,0.977624,0.959494
DAN-G,Osimertinib,0.988441,0.970904
CAL-39,Vinblastine,0.7332770000000001,0.5278729999999999
WM35,Vorinostat,0.923063,0.708044
SF539,Afatinib,0.868501,0.864275
G-401,Sorafenib,0.982939,0.836144
CAPAN-2,Daporinad,0.529612,0.580468
KM-H2,Dabrafenib,0.923022,0.987905
KYSE-270,Ruxolitinib,0.8149810000000001,0.977996
OC-314,Ulixertinib,0.8588870000000001,0.9545875
Calu-3,Gefitinib,0.956463,0.935396
NCI-H3118,Staurosporine,0.92321,0.253893
KE-37,Osimertinib,0.920378,0.965577
SW1463,Trametinib,0.282716,0.472943
SK-MM-2,Nilotinib,0.548538,0.993096
IHH-4,MK-1775,0.8701709999999999,0.634126
WM793B,Lapatinib,0.959992,0.8750129999999999
LoVo,Vinblastine,0.861519,0.6341100000000001
NCI-H1650,Staurosporine,0.768393,0.402193
M14,Trametinib,0.997836,0.17287
NCI-H1993,Linsitinib,0.981475,0.923036
HuO-3N1,Vorinostat,0.913662,0.8913780000000001
MS-1,Trametinib,0.781274,0.99425
SK-MEL-2,Erlotinib,0.928272,0.991506
NCI-H2818,Gefitinib,0.8619600000000001,0.971038
HDLM-2,Erlotinib,0.9874175,0.917686
SW1116,Trametinib,0.615354,0.608325
BICR78,Navitoclax,0.950262,0.848735
8-MG-BA,Nilotinib,0.881295,0.979046
DEL,Gefitinib,0.9439545,0.985493
ARH-77,Osimertinib,0.8434389999999999,0.987328
HO-1-N-1,Vinblastine,0.901091,0.520055
A2058,Crizotinib,0.824269,0.996439
NCI-H2373,Dabrafenib,0.969018,0.968467
MN-60,Daporinad,0.221335,0.485009
SK-MES-1,Lapatinib,0.363824,0.889078
COLO-829,Gefitinib,0.622263,0.958775
NCI-H720,Leflunomide,0.972667,0.871922
SLVL,Staurosporine,0.6492399999999999,0.251456
KYSE-140,Ulixertinib,0.996282,0.9260825
NCI-H2461,Dabrafenib,0.956821,0.961572
NCI-H2722,Leflunomide,0.912956,0.907906
SUP-B15,Sorafenib,0.8526969999999999,0.8290350000000001
TT2609-C02,Dabrafenib,0.965742,0.955683
Mo-T,Tamoxifen,0.958836,0.965777
HCC1428,Erlotinib,0.978826,0.96461
NB(TU)1-10,Dabrafenib,0.884452,0.920354
ES1,Vorinostat,0.640885,0.7610399999999999
CHSA8926,Osimertinib,0.8880319999999999,0.984682
COR-L32,Vinblastine,0.424948,0.7901130000000001
COLO-678,Staurosporine,0.947939,0.812501
CAPAN-1,Vorinostat,0.784546,0.8912629999999999
SK-MEL-2,Palbociclib,0.979649,0.994741
NCI-H1355,Ulixertinib,0.991638,0.9091345
NCI-H1651,Osimertinib,0.979997,0.961591
OE19,Vinblastine,0.118816,0.624149
G-401,Tamoxifen,0.956779,0.8296899999999999
OE19,Erlotinib,0.931409,0.935635
Ca9-22,Vorinostat,0.8528379999999999,0.735462
SNU-C5,Linsitinib,0.7686270000000001,0.957448
H9,Leflunomide,0.981433,0.7527590000000001
NCI-H1648,MK-1775,0.898049,0.636709
D-263MG,Sorafenib,0.725637,0.912123
TGW,Daporinad,0.910414,0.4421350000000001
IM-95,Ulixertinib,0.940408,0.921432
YH-13,Crizotinib,0.875812,0.968735
Daudi,Gefitinib,0.902097,0.993763
RH-41,Gefitinib,0.892705,0.97673
ES5,Leflunomide,0.932922,0.903982
ES4,Sorafenib,0.864275,0.952085
KYSE-180,Lapatinib,0.915146,0.8821979999999999
TCCSUP,Crizotinib,0.935769,0.982648
OAW-28,MK-1775,0.879257,0.793036
LB996-RCC,Trametinib,0.960688,0.925267
TK10,Crizotinib,0.788208,0.981475
NALM-6,Daporinad,0.096868,0.257818
SK-MES-1,Tamoxifen,0.976553,0.961147
JSC-1,Palbociclib,0.958259,0.75703
SNU-449,Palbociclib,0.747428,0.935061
GCT,Dasatinib,0.858201,0.784827
AMO-1,Sorafenib,0.947391,0.8516819999999999
VCaP,Erlotinib,0.927427,0.980995
WM793B,MK-1775,0.972396,0.653526
DOK,Osimertinib,0.980267,0.755323
HCC70,Vinblastine,0.992179,0.897647
NCI-H1876,Linsitinib,0.888915,0.907426
SK-MG-1,Gefitinib,0.786882,0.983508
HL-60,Vinblastine,0.810684,0.424108
COR-L311,Crizotinib,0.962013,0.9963
TE-5,Tamoxifen,0.966043,0.939287
WM35,Sorafenib,0.910133,0.784315
MV-4-11,Dasatinib,0.694865,0.96932
NCI-H1869,Gefitinib,0.996944,0.8643930000000001
ARH-77,Palbociclib,0.916718,0.904249
GI-1,Nilotinib,0.913184,0.95528
NCI-H2347,Tamoxifen,0.945021,0.943603
Caov-4,Linsitinib,0.933698,0.961292
NCI-H209,Nilotinib,0.259149,0.989364
HOP-92,Dasatinib,0.04543,0.944332
MG-63,Erlotinib,0.968276,0.968852
GAK,Palbociclib,0.984682,0.949978
SCC-4,Staurosporine,0.945363,0.4300810000000001
NCI-H1792,Staurosporine,0.947395,0.194809
SF539,Crizotinib,0.984257,0.987486
CS1,Linsitinib,0.9635035,0.956758
COLO-205,Dabrafenib,0.979731,0.6293850000000001
RPMI-6666,Linsitinib,0.98493,0.958488
RPMI-7951,Vinblastine,0.8238530000000001,0.513704
HCC1500,Palbociclib,0.98579,0.98643
NCI-H513,Navitoclax,0.4863770000000001,0.971573
RH-1,MK-1775,0.990417,0.437971
NCI-H2405,Ulixertinib,0.979948,0.757574
OCI-AML5,Navitoclax,0.983164,0.389208
BE2-M17,Lapatinib,0.984694,0.852778
NCI-H2731,Palbociclib,0.947046,0.93285
NCI-H716,Staurosporine,0.809894,0.191878
SAS,Linsitinib,0.8348129999999999,0.92114
CL-40,Vorinostat,0.985897,0.7400760000000001
SNG-M,Crizotinib,0.977594,0.995152
MIA-PaCa-2,Daporinad,0.905323,0.7691979999999999
NB7,Daporinad,0.975156,0.627473
OCI-M1,Vinblastine,0.986496,0.515329
Becker,Sorafenib,0.98885,0.915102
NB69,Dasatinib,0.952288,0.63767
CAL-148,Lapatinib,0.920585,0.96193
NCI-H1299,Ulixertinib,0.791851,0.9023965
TK10,Osimertinib,0.5835600000000001,0.883691
LU-135,Trametinib,0.979586,0.96409
BE2-M17,Sorafenib,0.949306,0.8657530000000001
KYSE-50,Linsitinib,0.955399,0.954614
NCI-H1435,Ulixertinib,0.945817,0.9264575
NCI-H358,Ulixertinib,0.952364,0.852183
RPMI-6666,Nilotinib,0.9636,0.965735
GRANTA-519,Staurosporine,0.88974,0.466044
Hs-766T,Vinblastine,0.914602,0.903747
NCI-N87,Dabrafenib,0.902036,0.947857
UMC-11,Crizotinib,0.8880530000000001,0.988441
SNU-16,Vorinostat,0.981021,0.7738
HDQ-P1,Erlotinib,0.956042,0.8323520000000001
SNU-5,Trametinib,0.96191,0.660513
NCI-H2347,Navitoclax,0.912476,0.810176
MKN28,Leflunomide,0.979084,0.8457809999999999
LC-1-sq,Linsitinib,0.870315,0.970676
CL-40,Osimertinib,0.8504120000000001,0.972207
KYM-1,MK-1775,0.924101,0.504919
786-0,Vinblastine,0.973563,0.687558
KCL-22,Gefitinib,0.963837,0.989881
LB771-HNC,Ruxolitinib,0.85519,0.957491
SUP-M2,Erlotinib,0.930136,0.945302
AMO-1,Tamoxifen,0.978215,0.8562120000000001
HEC-1,Nilotinib,0.973822,0.98543
DSH1,Vorinostat,0.953386,0.7619859999999999
CHSA8926,Gefitinib,0.979768,0.982686
OCUB-M,Trametinib,0.9307765,0.986555
CAPAN-1,Ruxolitinib,0.29170300000000005,0.973831
SW1116,Lapatinib,0.926575,0.901571
NCI-H1299,Afatinib,0.5601649999999999,0.87474
COLO-792,Vinblastine,0.985306,0.731414
MDA-MB-330,Palbociclib,0.938891,0.973211
SK-N-SH,Ulixertinib,0.8297700000000001,0.918231
LS-180,Navitoclax,0.951353,0.860876
YH-13,Sorafenib,0.901925,0.921742
RD,Crizotinib,0.344673,0.991
NCI-H1793,Dasatinib,0.539658,0.968585
MN-60,Dasatinib,0.957063,0.964827
ALL-SIL,Dasatinib,0.263724,0.07284199999999999
U-698-M,Gefitinib,0.986493,0.989201
NCI-H1703,Linsitinib,0.940638,0.965744
PCI-30,Vinblastine,0.891098,0.833206
SW756,Linsitinib,0.93569,0.950384
SW948,Staurosporine,0.784706,0.370906
SU8686,Trametinib,0.413565,0.721119
647-V,Afatinib,0.955174,0.876081
CW-2,Trametinib,0.9201905,0.911353
CHP-212,Dasatinib,0.953517,0.714477
DMS-273,Leflunomide,0.877028,0.938688
EMC-BAC-2,Navitoclax,0.981161,0.8974610000000001
MFE-280,Navitoclax,0.919231,0.6638689999999999
FU97,Erlotinib,0.7901130000000001,0.966824
NCI-H2342,Trametinib,0.943346,0.965608
LS-123,Lapatinib,0.9062790000000001,0.8559969999999999
MFE-319,Gefitinib,0.888906,0.972169
C-33-A,Erlotinib,0.5897060000000001,0.927982
SW13,Dasatinib,0.793903,0.773998
NCI-H2170,Vorinostat,0.87702,0.7469859999999999
L-1236,Dabrafenib,0.808297,0.978552
NB1,Ulixertinib,0.8717520000000001,0.8960779999999999
GDM-1,Gefitinib,0.973141,0.954485
KYSE-410,Vinblastine,0.990864,0.805
CCRF-CEM,Sorafenib,0.97235,0.8528180000000001
SN12C,Lapatinib,0.938911,0.942811
LN-229,MK-1775,0.888299,0.825701
GP5d,Dabrafenib,0.862035,0.993925
NCI-H2818,MK-1775,0.925086,0.871726
OSC-20,Lapatinib,0.983834,0.942061
Raji,Ruxolitinib,0.905268,0.991512
KMRC-1,Nilotinib,0.923226,0.986067
TE-8,Sorafenib,0.974618,0.929498
OCUB-M,Afatinib,0.948112,0.600771
TT,Trametinib,0.891699,0.8788959999999999
CAL-33,Crizotinib,0.218926,0.992015
SW684,Osimertinib,0.932838,0.978025
NCI-H1048,Osimertinib,0.969549,0.956733
KYSE-450,Tamoxifen,0.578453,0.918904
KU-19-19,Palbociclib,0.8431049999999999,0.912956
PA-TU-8902,Lapatinib,0.968838,0.964431
SNU-16,Lapatinib,0.489783,0.840036
ASH-3,Leflunomide,0.95806,0.93458
NCI-H1876,Nilotinib,0.947021,0.984945
OVCAR-4,Nilotinib,0.976497,0.976124
NCI-H1915,Vorinostat,0.90474,0.755841
KARPAS-1106P,Sorafenib,0.986586,0.912626
KE-37,Gefitinib,0.670026,0.988336
COLO-320-HSR,MK-1775,0.498466,0.5071439999999999
EGI-1,Vinblastine,0.882286,0.97643
BL-41,Vorinostat,0.97443,0.754768
SIMA,Dabrafenib,0.976539,0.982279
CHL-1,Ulixertinib,0.701781,0.8833924999999999
CAL-27,Erlotinib,0.726811,0.867619
WM793B,Palbociclib,0.867367,0.923358
M059J,Navitoclax,0.977672,0.8713120000000001
GOTO,Tamoxifen,0.665896,0.930426
KYM-1,Nilotinib,0.573099,0.993562
COR-L32,Afatinib,0.98142,0.773092
CTV-1,Trametinib,0.92115,0.972362
HT-1080,Ruxolitinib,0.976491,0.953177
SNU-423,Dabrafenib,0.178973,0.984274
A704,Sorafenib,0.908802,0.8383209999999999
SK-MES-1,Vinblastine,0.90059,0.842412
HT-1080,Palbociclib,0.844824,0.985288
FLO-1,Daporinad,0.8103279999999999,0.48675
CAS-1,Afatinib,0.8920370000000001,0.8994209999999999
MOLT-4,Nilotinib,0.8487435000000001,0.992071
TE-9,Osimertinib,0.709496,0.935939
MHH-PREB-1,Ulixertinib,0.8577790000000001,0.9463185
MS-1,Sorafenib,0.862258,0.867819
J82,Ruxolitinib,0.480336,0.96719
NCI-H2869,Ruxolitinib,0.943532,0.933823
ES7,Trametinib,0.966824,0.989165
RERF-GC-1B,Navitoclax,0.8791180000000001,0.8586299999999999
MFE-319,Dabrafenib,0.971818,0.960907
PA-TU-8988T,Trametinib,0.913351,0.864842
A3-KAW,Nilotinib,0.769671,0.961218
RMG-I,Erlotinib,0.849051,0.786882
NCI-H1048,Staurosporine,0.675924,0.32826700000000003
NCI-H841,Gefitinib,0.380031,0.981421
NCI-H196,Vinblastine,0.8320059999999999,0.978669
NCI-H446,Sorafenib,0.874561,0.866841
JURL-MK1,Trametinib,0.777226,0.269516
CAPAN-2,Trametinib,0.8832409999999999,0.696336
WIL2-NS,Erlotinib,0.846504,0.946276
BPH-1,Dasatinib,0.977503,0.528708
BHT-101,Sorafenib,0.668643,0.8780950000000001
SK-UT-1,Crizotinib,0.935567,0.984802
OVTOKO,Osimertinib,0.881229,0.935343
RF-48,Erlotinib,0.98848,0.9825
SK-GT-2,Tamoxifen,0.937484,0.919778
PSN1,Staurosporine,0.936243,0.368093
KU812,Navitoclax,0.8932969999999999,0.80871
TOV-112D,Dasatinib,0.871024,0.980357
HCC-15,Dabrafenib,0.5797359999999999,0.961556
